SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16n
RA: 75.9332681
DECL: 3.4125103
MWEBV: 0.0659 +- 0.0033
FILTERS: griz
REDSHIFT_HELIO: 0.0527275 +- 0.0000222
REDSHIFT_FINAL: 0.0526741 +- 0.0000222
SEARCH_PEAKMJD: 57387.45469
HOSTGAL_LOGMASS: 10.390 +- 0.038
VPEC: 152.109
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 36
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57399.32771      g    NULL     6044.957        150.182    18.047     0.027  2.13
OBS:  57403.31487      g    NULL     4722.024        131.220    18.315     0.030  1.74
OBS:  57410.22233      g    NULL     2768.704        255.051    18.894     0.100  2.33
OBS:  57415.31496      g    NULL     1452.817        103.597    19.594     0.077  2.11
OBS:  57422.35702      g    NULL     1064.530         99.569    19.932     0.101  2.03
OBS:  57429.26040      g    NULL      565.275         68.902    20.619     0.132  2.00
OBS:  57439.23699      g    NULL      930.877        167.807    20.078     0.195  2.23
OBS:  57399.32810      r    NULL     6400.239        143.155    17.985     0.024  1.98
OBS:  57403.31526      r    NULL     5391.895        128.351    18.171     0.026  1.73
OBS:  57410.22274      r    NULL     3830.530        184.858    18.542     0.052  2.08
OBS:  57415.31535      r    NULL     3392.174        102.737    18.674     0.033  1.61
OBS:  57422.35743      r    NULL     2528.864        107.429    18.993     0.046  1.84
OBS:  57429.26080      r    NULL     1622.396         79.593    19.475     0.053  1.99
OBS:  57439.23737      r    NULL     1490.883        118.796    19.566     0.086  1.91
OBS:  57388.39297      r    NULL     6288.245        105.487    18.004     0.018  1.53
OBS:  57388.40355      r    NULL     6214.308        104.041    18.017     0.018  1.67
OBS:  57388.41429      r    NULL     6372.629        107.761    17.989     0.018  1.76
OBS:  57388.42498      r    NULL     6365.184        109.074    17.990     0.019  1.87
OBS:  57399.32846      i    NULL     3723.321        119.854    18.573     0.035  1.89
OBS:  57403.31562      i    NULL     2449.092        101.756    19.027     0.045  1.63
OBS:  57410.22309      i    NULL     2357.393        157.721    19.069     0.072  1.91
OBS:  57415.31571      i    NULL     2613.421        108.995    18.957     0.045  1.52
OBS:  57422.35779      i    NULL     2947.433        119.880    18.826     0.044  1.98
OBS:  57429.26116      i    NULL     1766.933         90.226    19.382     0.055  1.58
OBS:  57439.23774      i    NULL     1076.466        118.029    19.920     0.118  1.91
OBS:  57412.34584      i    NULL     2500.880        100.651    19.005     0.043  2.19
OBS:  57412.35651      i    NULL     2526.098         94.384    18.994     0.040  2.11
OBS:  57412.36711      i    NULL     2260.674         83.790    19.114     0.040  2.06
OBS:  57412.37774      i    NULL     2444.784         93.066    19.029     0.041  2.34
OBS:  57399.32883      z    NULL     2736.849        159.410    18.907     0.063  1.89
OBS:  57403.31599      z    NULL     2418.960        129.538    19.041     0.058  1.52
OBS:  57410.22345      z    NULL     2264.325        188.202    19.113     0.090  1.76
OBS:  57415.31608      z    NULL     2318.350        176.811    19.087     0.082  1.79
OBS:  57422.35814      z    NULL     2611.614        162.513    18.958     0.067  1.77
OBS:  57429.26154      z    NULL     1396.263        131.556    19.638     0.102  1.81
OBS:  57439.23810      z    NULL     1035.746        171.846    19.962     0.179  1.99
END:
