SURVEY:     DES                                     
SNID:       1332059             
IAUC:       NULL                
FILTERS:    griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            40.865082               # deg
DECL:          -1.277357               # deg
MWEBV:        0.029                    # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     57319.367
REDSHIFT_FINAL:   0.5788 +-  0.0050    # (CMB)
REDSHIFT_HELIO:   0.5800 +-  0.0050    # (HELIO)
  
HOSTGAL_OBJID:         -888
HOSTGAL_PHOTOZ:   -9.0000 +- -9.0000   # (HELIO)
HOSTGAL_SPECZ:    -9.0000 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:    -9.0000              # arcSec
HOSTGAL_LOGMASS:     2.0000 +-  2.0000 # log10(M/Msolar)
HOSTGAL_MAG:           888.00   888.00   888.00   888.00    # griz
HOSTGAL_SB_FLUXCAL:      0.42    -0.23     0.51    -1.30    # griz
  
# Private variables
PRIVATE(DES_mjd_latest_ml):         57345.229
PRIVATE(DES_mjd_trigger):           57315.208
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  71
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 57288.199  r  S2   -16.471      17.025    30.657 4.190  18.25 3.810      0 0.980 
OBS: 57288.201  i  S2   -6.7290      14.342    30.947 3.960  21.93 3.960      0 0.970 
OBS: 57288.203  z  S2   -9.9760      13.488    30.623 3.630  17.97 3.921      0 0.970 
OBS: 57291.222  g  S2    8.6260      32.476    30.773 2.920  34.18 3.860      0 1.130 
OBS: 57291.224  r  S2   -7.5550      18.193    30.706 2.700  31.39 3.860      0 1.020 
OBS: 57291.226  i  S2   -22.059      16.939    30.969 2.680  33.36 4.010      0 0.890 
OBS: 57291.229  z  S2   -21.641      11.998    30.660 2.592  22.40 3.935      0 1.010 
OBS: 57299.218  g  S2    4.8036      12.741    30.002 2.480  13.75 3.800      0 1.000 
OBS: 57299.222  i  S2   -8.6520      22.438    30.190 2.270  31.02 4.030      0 0.970 
OBS: 57299.227  z  S2    9.0380      23.140    29.909 2.290  37.06 3.970  65536 0.970 
OBS: 57303.166  g  S2    6.8210      9.9039    30.454 4.350   7.69 3.670      0 0.910 
OBS: 57303.169  r  S2    12.860      11.068    30.625 4.100  11.70 3.770      0 1.000 
OBS: 57303.171  i  S2    5.2944      12.521    30.954 3.630  20.56 4.000      0 1.090 
OBS: 57303.173  z  S2    14.266      16.023    30.650 3.776  20.54 3.940      0 0.940 
