SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2016aqb
RA: 170.4932366
DECL: -13.9836688
MWEBV: 0.0323 +- 0.0016
FILTERS: griz
REDSHIFT_HELIO: 0.0628938 +- 0.0000397
REDSHIFT_FINAL: 0.0641209 +- 0.0000397
SEARCH_PEAKMJD: 57453.22691
HOSTGAL_LOGMASS: 10.397 +- 0.013
VPEC: -57.635
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 38
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57445.55943      g    NULL     7604.746        220.932    17.797     0.031  1.81
OBS:  57449.46391      g    NULL     8491.246        186.139    17.678     0.024  2.02
OBS:  57454.42733      g    NULL     8238.364        233.159    17.710     0.031  3.56
OBS:  57459.43466      g    NULL     6220.535        157.998    18.015     0.027  2.74
OBS:  57465.45956      g    NULL     4239.877        171.779    18.432     0.044  2.06
OBS:  57475.37150      g    NULL     1675.510        114.156    19.440     0.074  2.03
OBS:  57489.29588      g    NULL      881.780         75.348    20.137     0.092  1.79
OBS:  57445.55985      r    NULL     6403.275        163.032    17.984     0.028  1.53
OBS:  57449.46431      r    NULL     7564.292        157.434    17.803     0.023  1.85
OBS:  57454.42774      r    NULL     7353.811        185.857    17.834     0.027  3.04
OBS:  57459.43506      r    NULL     6320.738        140.598    17.998     0.024  2.27
OBS:  57465.45997      r    NULL     4707.509        131.820    18.318     0.030  1.80
OBS:  57475.37190      r    NULL     3542.543        116.633    18.627     0.036  1.95
OBS:  57489.29629      r    NULL     1938.792         77.761    19.281     0.043  1.49
OBS:  57448.43818      r    NULL     7313.120        117.155    17.840     0.017  1.68
OBS:  57448.45931      r    NULL     7414.996        119.235    17.825     0.017  1.67
OBS:  57448.46971      r    NULL     7430.789        120.052    17.822     0.018  1.60
OBS:  57448.44892      r    NULL     7049.363        116.386    17.880     0.018  1.90
OBS:  57462.38507      r    NULL     5279.718         93.343    18.193     0.019  1.75
OBS:  57462.39693      r    NULL     5337.669         99.206    18.182     0.020  2.32
OBS:  57445.56020      i    NULL     4791.540        149.517    18.299     0.034  1.62
OBS:  57449.46466      i    NULL     4563.343        123.486    18.352     0.029  1.80
OBS:  57454.42809      i    NULL     3998.439        160.834    18.495     0.043  2.95
OBS:  57459.43541      i    NULL     3539.893        119.841    18.628     0.037  2.09
OBS:  57465.46043      i    NULL     2373.404        114.813    19.062     0.052  1.83
OBS:  57475.37226      i    NULL     2690.722        115.926    18.925     0.047  1.90
OBS:  57489.29664      i    NULL     1822.136         90.410    19.349     0.054  1.45
OBS:  57501.36510      i    NULL      728.454         79.895    20.344     0.118  1.80
OBS:  57501.37733      i    NULL     1056.431         90.272    19.940     0.092  2.23
OBS:  57501.38958      i    NULL      985.171         98.322    20.016     0.108  2.47
OBS:  57501.40183      i    NULL     1152.379        208.146    19.846     0.195  3.63
OBS:  57445.56055      z    NULL     4271.081        176.848    18.424     0.045  1.45
OBS:  57449.46503      z    NULL     4366.405        157.199    18.400     0.039  1.80
OBS:  57454.42845      z    NULL     3318.579        250.224    18.698     0.081  3.34
OBS:  57459.43576      z    NULL     2627.211        160.631    18.951     0.066  2.09
OBS:  57465.46079      z    NULL     2299.286        146.875    19.096     0.069  1.72
OBS:  57475.37261      z    NULL     2030.937        156.176    19.231     0.083  1.77
OBS:  57489.29700      z    NULL     1612.555        126.451    19.481     0.085  1.29
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57444.00
SPEC:   3650.35   3655.85 6.63479e-16 2.01069e-17 1
SPEC:   3655.85   3661.35 6.57369e-16 1.94807e-17 1
SPEC:   3661.35   3666.85 6.35386e-16 1.88717e-17 1
SPEC:   3666.85   3672.35 6.33910e-16 1.82819e-17 1
SPEC:   3672.45   3677.95 6.52648e-16 1.77134e-17 1
SPEC:   3677.95   3683.45 6.55385e-16 1.71677e-17 1
SPEC:   3683.45   3688.95 6.40967e-16 1.66465e-17 1
SPEC:   3688.95   3694.45 6.30175e-16 1.61509e-17 1
SPEC:   3694.45   3699.95 6.46554e-16 1.56821e-17 1
SPEC:   3700.05   3705.55 6.50927e-16 1.52406e-17 1
SPEC:   3705.55   3711.05 6.35278e-16 1.48269e-17 1
SPEC:   3711.05   3716.55 6.41337e-16 1.44408e-17 1
SPEC:   3716.55   3722.05 6.26442e-16 1.40823e-17 1
SPEC:   3722.05   3727.55 6.08878e-16 1.37508e-17 1
SPEC:   3727.55   3733.05 5.90862e-16 1.34456e-17 1
SPEC:   3733.05   3738.55 6.16432e-16 1.31656e-17 1
SPEC:   3738.65   3744.15 6.04528e-16 1.29099e-17 1
SPEC:   3744.15   3749.65 6.14382e-16 1.26772e-17 1
SPEC:   3749.65   3755.15 5.90476e-16 1.24665e-17 1
SPEC:   3755.15   3760.65 6.19742e-16 1.22765e-17 1
SPEC:   3760.65   3766.15 6.46566e-16 1.21061e-17 1
SPEC:   3766.25   3771.75 6.38987e-16 1.19540e-17 1
SPEC:   3771.75   3777.25 6.28031e-16 1.18193e-17 1
SPEC:   3777.25   3782.75 6.39460e-16 1.17009e-17 1
SPEC:   3782.75   3788.25 6.52345e-16 1.15978e-17 1
SPEC:   3788.25   3793.75 6.61802e-16 1.15091e-17 1
SPEC:   3793.85   3799.35 6.44483e-16 1.14337e-17 1
SPEC:   3799.35   3804.85 6.44104e-16 1.13706e-17 1
SPEC:   3804.85   3810.35 6.55186e-16 1.13190e-17 1
SPEC:   3810.35   3815.85 6.61673e-16 1.12775e-17 1
SPEC:   3815.85   3821.35 6.69331e-16 1.12454e-17 1
SPEC:   3821.35   3826.85 6.58107e-16 1.12214e-17 1
SPEC:   3826.95   3832.45 6.62390e-16 1.12044e-17 1
SPEC:   3832.45   3837.95 6.42955e-16 1.11935e-17 1
SPEC:   3837.95   3843.45 6.46249e-16 1.11876e-17 1
SPEC:   3843.45   3848.95 6.48207e-16 1.11857e-17 1
SPEC:   3848.95   3854.45 5.85633e-16 1.11871e-17 1
SPEC:   3854.45   3859.95 5.82743e-16 1.11909e-17 1
SPEC:   3860.05   3865.55 5.64967e-16 1.11965e-17 1
SPEC:   3865.55   3871.05 5.32395e-16 1.12032e-17 1
SPEC:   3871.05   3876.55 5.18072e-16 1.12105e-17 1
SPEC:   3876.55   3882.05 4.87617e-16 1.12180e-17 1
SPEC:   3882.05   3887.55 4.73692e-16 1.12253e-17 1
SPEC:   3887.65   3893.15 4.22897e-16 1.12318e-17 1
SPEC:   3893.15   3898.65 4.06817e-16 1.12373e-17 1
SPEC:   3898.65   3904.15 4.02130e-16 1.12411e-17 1
SPEC:   3904.15   3909.65 3.93349e-16 1.12429e-17 1
SPEC:   3909.65   3915.15 3.87354e-16 1.12422e-17 1
SPEC:   3915.15   3920.65 3.84047e-16 1.12383e-17 1
SPEC:   3920.75   3926.25 3.78734e-16 1.12306e-17 1
SPEC:   3926.25   3931.75 3.49604e-16 1.12185e-17 1
SPEC:   3931.75   3937.25 3.28207e-16 1.12012e-17 1
