SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16aj
RA: 65.4508958
DECL: -15.7553588
MWEBV: 0.0282 +- 0.0014
FILTERS: griz
REDSHIFT_HELIO: 0.0307450 +- 0.0000830
REDSHIFT_FINAL: 0.0305289 +- 0.0000830
SEARCH_PEAKMJD: 57403.26805
HOSTGAL_LOGMASS: 10.751 +- 0.006
VPEC: -106.427
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 36
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57403.26805      g    NULL    21020.026        376.058    16.693     0.019  2.39
OBS:  57408.29130      g    NULL    17225.369        409.176    16.910     0.026  2.39
OBS:  57412.29530      g    NULL    12568.841        298.027    17.252     0.026  2.80
OBS:  57417.25281      g    NULL     6914.506        163.285    17.901     0.026  2.31
OBS:  57423.27425      g    NULL     3645.431        136.110    18.596     0.040  2.90
OBS:  57436.23049      g    NULL     1549.122        236.417    19.525     0.165  3.60
OBS:  57446.23410      g    NULL     1412.297         79.696    19.625     0.061  1.42
OBS:  57403.26846      r    NULL    20216.412        339.864    16.736     0.018  2.11
OBS:  57408.29171      r    NULL    18507.298        400.071    16.832     0.023  2.10
OBS:  57412.29571      r    NULL    13591.453        268.563    17.167     0.021  2.52
OBS:  57417.25321      r    NULL    11385.852        210.228    17.359     0.020  2.26
OBS:  57423.27466      r    NULL     9361.474        205.198    17.572     0.024  3.01
OBS:  57436.23089      r    NULL     3669.894        240.927    18.588     0.071  3.79
OBS:  57446.23451      r    NULL     3023.577         97.941    18.799     0.035  1.44
OBS:  57403.27304      r    NULL    21027.992        308.294    16.693     0.016  2.21
OBS:  57403.28386      r    NULL    20302.683        297.581    16.731     0.016  2.37
OBS:  57403.29461      r    NULL    20907.846        305.433    16.699     0.016  2.06
OBS:  57403.30546      r    NULL    20513.105        299.703    16.720     0.016  1.89
OBS:  57404.27132      r    NULL    20003.600        295.223    16.747     0.016  2.14
OBS:  57404.28331      r    NULL    19996.176        292.935    16.748     0.016  1.73
OBS:  57404.29502      r    NULL    19898.245        290.415    16.753     0.016  1.61
OBS:  57404.30706      r    NULL    19825.627        289.733    16.757     0.016  1.69
OBS:  57403.26882      i    NULL    13581.918        259.980    17.168     0.021  2.03
OBS:  57408.29206      i    NULL    10181.100        339.504    17.481     0.036  1.80
OBS:  57412.29606      i    NULL     7371.760        201.930    17.831     0.030  2.56
OBS:  57417.25356      i    NULL     7774.874        185.798    17.773     0.026  2.38
OBS:  57423.27501      i    NULL     9240.770        218.628    17.586     0.026  2.52
OBS:  57436.23125      i    NULL     2980.678        232.356    18.814     0.084  2.78
OBS:  57446.23486      i    NULL     2624.904        149.169    18.952     0.061  2.10
OBS:  57403.26917      z    NULL    11592.130        292.395    17.340     0.027  1.98
OBS:  57408.29242      z    NULL     9555.065        408.768    17.549     0.046  1.75
OBS:  57412.29642      z    NULL     8343.554        253.200    17.697     0.033  2.37
OBS:  57417.25391      z    NULL     9020.688        247.923    17.612     0.030  2.10
OBS:  57423.27537      z    NULL     8476.318        268.182    17.679     0.034  2.24
OBS:  57436.23160      z    NULL     1951.820        347.450    19.274     0.192  3.04
OBS:  57446.23521      z    NULL     1928.075        130.230    19.287     0.073  1.30
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57402.00
SPEC:   3497.80   3500.60 1.23355e-15 2.01156e-16 1
SPEC:   3500.60   3503.40 1.21909e-15 2.01822e-16 1
SPEC:   3503.50   3506.30 1.05760e-15 2.02442e-16 1
SPEC:   3506.30   3509.10 1.19605e-15 2.03017e-16 1
SPEC:   3509.20   3512.00 9.66510e-16 2.03545e-16 1
SPEC:   3512.10   3514.90 1.12127e-15 2.04027e-16 1
SPEC:   3514.90   3517.70 1.50396e-15 2.04461e-16 1
SPEC:   3517.80   3520.60 1.39641e-15 2.04848e-16 1
SPEC:   3520.70   3523.50 1.29562e-15 2.05187e-16 1
SPEC:   3523.50   3526.30 1.63519e-15 2.05478e-16 1
SPEC:   3526.40   3529.20 1.50607e-15 2.05722e-16 1
SPEC:   3529.20   3532.00 1.17314e-15 2.05919e-16 1
SPEC:   3532.10   3534.90 1.08479e-15 2.06068e-16 1
SPEC:   3535.00   3537.80 1.34294e-15 2.06172e-16 1
SPEC:   3537.80   3540.60 1.78814e-15 2.06230e-16 1
SPEC:   3540.70   3543.50 1.42538e-15 2.06244e-16 1
SPEC:   3543.50   3546.30 1.03350e-15 2.06213e-16 1
SPEC:   3546.40   3549.20 1.19828e-15 2.06140e-16 1
SPEC:   3549.30   3552.10 1.12434e-15 2.06025e-16 1
SPEC:   3552.10   3554.90 9.75880e-16 2.05869e-16 1
SPEC:   3555.00   3557.80 1.30984e-15 2.05674e-16 1
SPEC:   3557.90   3560.70 1.28136e-15 2.05440e-16 1
SPEC:   3560.70   3563.50 1.47664e-15 2.05170e-16 1
SPEC:   3563.60   3566.40 1.19803e-15 2.04865e-16 1
SPEC:   3566.40   3569.20 1.43464e-15 2.04526e-16 1
SPEC:   3569.30   3572.10 1.11217e-15 2.04155e-16 1
SPEC:   3572.20   3575.00 9.65427e-16 2.03753e-16 1
SPEC:   3575.00   3577.80 1.32335e-15 2.03322e-16 1
SPEC:   3577.90   3580.70 1.29393e-15 2.02863e-16 1
SPEC:   3580.80   3583.60 1.38537e-15 2.02378e-16 1
SPEC:   3583.60   3586.40 1.39513e-15 2.01869e-16 1
SPEC:   3586.50   3589.30 1.31699e-15 2.01336e-16 1
SPEC:   3589.40   3592.20 1.39045e-15 2.00782e-16 1
SPEC:   3592.20   3595.00 1.58634e-15 2.00208e-16 1
SPEC:   3595.10   3597.90 1.60558e-15 1.99617e-16 1
SPEC:   3597.90   3600.70 1.28400e-15 1.99008e-16 1
SPEC:   3600.80   3603.60 1.18705e-15 1.98384e-16 1
SPEC:   3603.70   3606.50 2.00922e-15 1.97747e-16 1
SPEC:   3606.50   3609.30 1.62936e-15 1.97098e-16 1
SPEC:   3609.40   3612.20 1.62589e-15 1.96439e-16 1
SPEC:   3612.30   3615.10 1.86817e-15 1.95771e-16 1
SPEC:   3615.10   3617.90 1.91385e-15 1.95097e-16 1
SPEC:   3618.00   3620.80 1.79644e-15 1.94416e-16 1
SPEC:   3620.80   3623.60 1.74749e-15 1.93732e-16 1
SPEC:   3623.70   3626.50 2.12777e-15 1.93046e-16 1
SPEC:   3626.60   3629.40 1.63657e-15 1.92359e-16 1
SPEC:   3629.40   3632.20 1.65869e-15 1.91673e-16 1
SPEC:   3632.30   3635.10 1.81841e-15 1.90989e-16 1
SPEC:   3635.20   3638.00 1.64776e-15 1.90309e-16 1
SPEC:   3638.00   3640.80 1.72269e-15 1.89634e-16 1
