SURVEY:   PS1_LOWZ_COMBINED(CSP)
PHOTOMETRY_VERSION:  PS1_LOWZ_COMBINED(CSP)DR2
SNTYPE: 1
SNID:  2006lu
IAUC:  2006lu
IAUC:    UNKNOWN
RA:   138.823  deg
DECL:    -25.6001  deg
FILTERS:     abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # uBomngri -> tuvwxyzA
REDSHIFT_HELIO: 0.0544580544194 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0554896369576 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0554896369576 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.2350 +- 0.057
MWEBV:    0.167800  MW E(B-V)
SEARCH_PEAKMJD: 54035.738
NOBS: 121
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54040.3     t      md      3039.49    79.0266    18.7930    0.0260000
OBS:      54042.3     t      md      2486.57    87.0298    19.0110    0.0350000
OBS:      54046.3     t      md      1757.11    267.081    19.3880    0.152000
OBS:      54052.3     t      md      640.325    58.9099    20.4840    0.0920000
OBS:      54056.3     t      md      519.039    79.4130    20.7120    0.153000
OBS:      54065.3     t      md      207.970    63.2228    21.7050    0.304000
OBS:      54068.3     t      md      169.824    29.0400    21.9250    0.171000
OBS:      54071.3     t      md      112.824    28.0931    22.3690    0.249000
OBS:      54040.3     u      md      5975.86    65.7344    18.0590    0.0110000
OBS:      54042.3     u      md      5325.99    53.2599    18.1840    0.0100000
OBS:      54046.3     u      md      4537.33    127.045    18.3580    0.0280000
OBS:      54052.3     u      md      2177.71    43.5542    19.1550    0.0200000
OBS:      54056.3     u      md      1434.83    34.4359    19.6080    0.0240000
OBS:      54060.4     u      md      923.846    43.4208    20.0860    0.0470000
OBS:      54065.3     u      md      643.280    19.2984    20.4790    0.0300000
OBS:      54068.3     u      md      541.502    16.7866    20.6660    0.0310000
OBS:      54071.3     u      md      501.187    16.5392    20.7500    0.0330000
OBS:      54073.3     u      md      526.259    34.2069    20.6970    0.0650000
OBS:      54076.3     u      md      503.500    59.4130    20.7450    0.118000
OBS:      54084.3     u      md      364.083    20.0245    21.0970    0.0550000
OBS:      54085.3     u      md      333.273    24.9955    21.1930    0.0750000
OBS:      54087.3     u      md      323.594    12.6202    21.2250    0.0390000
OBS:      54099.3     u      md      296.483    16.6031    21.3200    0.0560000
OBS:      54100.3     u      md      287.078    14.6410    21.3550    0.0510000
OBS:      54104.3     u      md      296.210    61.0193    21.3210    0.206000
OBS:      54106.3     u      md      322.404    43.2021    21.2290    0.134000
OBS:      54110.3     u      md      242.549    27.4081    21.5380    0.113000
OBS:      54112.4     u      md      235.505    20.7244    21.5700    0.0880000
OBS:      54121.3     u      md      216.771    15.8242    21.6600    0.0730000
OBS:      54125.3     u      md      201.558    12.0935    21.7390    0.0600000
OBS:     54040.3     x     md     6848.58     68.4858     17.9110     0.0100000
OBS:     54042.3     x     md     6385.58     70.2414     17.9870     0.0110000
OBS:     54046.3     x     md     5375.27     118.256     18.1740     0.0220000
OBS:     54048.4     x     md     5219.16     177.451     18.2060     0.0340000
OBS:     54056.3     x     md     2924.15     43.8623     18.8350     0.0150000
OBS:     54060.4     x     md     2299.32     43.6871     19.0960     0.0190000
OBS:     54065.3     x     md     1739.40     40.0063     19.3990     0.0230000
OBS:     54068.3     x     md     1507.99     40.7159     19.5540     0.0270000
OBS:     54071.3     x     md     1297.78     32.4445     19.7170     0.0250000
OBS:     54073.3     x     md     1262.41     50.4964     19.7470     0.0400000
OBS:     54076.3     x     md     1147.10     64.2374     19.8510     0.0560000
OBS:     54084.3     x     md     879.833     29.9143     20.1390     0.0340000
OBS:     54087.3     x     md     784.874     21.1916     20.2630     0.0270000
OBS:     54091.3     x     md     700.810     24.5283     20.3860     0.0350000
OBS:     54099.3     x     md     621.155     18.6347     20.5170     0.0300000
OBS:     54100.3     x     md     610.380     24.4152     20.5360     0.0400000
OBS:     54104.3     x     md     640.915     51.9141     20.4830     0.0810000
OBS:     54106.3     x     md     572.796     43.5325     20.6050     0.0760000
OBS:     54110.3     x     md     563.379     45.6337     20.6230     0.0810000
OBS:     54112.4     x     md     505.359     18.6983     20.7410     0.0370000
OBS:     54121.3     x     md     429.339     15.4562     20.9180     0.0360000
OBS:     54125.3     x     md     414.572     17.4120     20.9560     0.0420000
OBS:     54131.2     x     md     387.615     25.1950     21.0290     0.0650000
OBS:      54040.3     y      md      6798.29    47.5880    17.9190    0.00700000
OBS:      54042.3     y      md      6131.97    55.1877    18.0310    0.00900000
OBS:      54046.3     y      md      4733.69    94.6738    18.3120    0.0200000
OBS:      54052.3     y      md      2892.01    37.5961    18.8470    0.0130000
OBS:      54056.3     y      md      2004.47    30.0671    19.2450    0.0150000
OBS:      54060.4     y      md      1450.77    59.4818    19.5960    0.0410000
OBS:      54065.3     y      md      955.873    42.0584    20.0490    0.0440000
OBS:      54068.3     y      md      856.644    25.6993    20.1680    0.0300000
OBS:      54071.3     y      md      724.436    16.6620    20.3500    0.0230000
OBS:      54073.3     y      md      656.447    28.2272    20.4570    0.0430000
OBS:      54076.3     y      md      671.739    36.2739    20.4320    0.0540000
OBS:      54084.3     y      md      519.039    17.1283    20.7120    0.0330000
OBS:      54085.3     y      md      504.894    13.1272    20.7420    0.0260000
OBS:      54087.3     y      md      484.842    10.6665    20.7860    0.0220000
OBS:      54091.3     y      md      463.447    14.8303    20.8350    0.0320000
OBS:      54099.3     y      md      404.762    39.2619    20.9820    0.0970000
OBS:      54100.3     y      md      373.938    13.4618    21.0680    0.0360000
OBS:      54104.3     y      md      416.869    37.9351    20.9500    0.0910000
OBS:      54106.3     y      md      402.531    28.5797    20.9880    0.0710000
OBS:      54110.3     y      md      351.237    17.2106    21.1360    0.0490000
OBS:      54112.4     y      md      378.094    40.8342    21.0560    0.108000
OBS:      54121.3     y      md      288.935    10.6906    21.3480    0.0370000
OBS:      54125.3     y      md      303.110    10.9120    21.2960    0.0360000
OBS:      54130.2     y      md      254.918    20.6484    21.4840    0.0810000
OBS:      54040.3     z      md      6963.06    62.6675    17.8930    0.00900000
OBS:      54042.3     z      md      6498.30    77.9796    17.9680    0.0120000
OBS:      54044.4     z      md      6053.41    127.122    18.0450    0.0210000
OBS:      54046.3     z      md      5365.37    107.307    18.1760    0.0200000
OBS:      54056.3     z      md      3729.07    41.0198    18.5710    0.0110000
OBS:      54060.4     z      md      3329.66    89.9008    18.6940    0.0270000
OBS:      54065.3     z      md      2841.85    71.0461    18.8660    0.0250000
OBS:      54068.3     z      md      2452.45    61.3113    19.0260    0.0250000
OBS:      54071.3     z      md      2068.24    31.0235    19.2110    0.0150000
OBS:      54073.3     z      md      1808.01    43.3922    19.3570    0.0240000
OBS:      54076.3     z      md      1645.89    49.3766    19.4590    0.0300000
OBS:      54084.3     z      md      1276.44    31.9109    19.7350    0.0250000
OBS:      54087.3     z      md      1155.58    24.2672    19.8430    0.0210000
OBS:      54091.3     z      md      1046.16    29.2926    19.9510    0.0280000
OBS:      54099.3     z      md      903.649    55.1226    20.1100    0.0610000
OBS:      54100.3     z      md      833.297    19.9991    20.1980    0.0240000
OBS:      54104.3     z      md      767.715    42.2243    20.2870    0.0550000
OBS:      54106.3     z      md      679.204    27.8474    20.4200    0.0410000
OBS:      54110.3     z      md      560.274    273.974    20.6290    0.489000
OBS:      54121.3     z      md      501.649    14.0462    20.7490    0.0280000
OBS:      54125.3     z      md      442.181    15.4763    20.8860    0.0350000
OBS:      54130.2     z      md      404.762    20.6429    20.9820    0.0510000
OBS:      54131.2     z      md      386.189    21.6266    21.0330    0.0560000
OBS:      54040.3     A      md      4081.32    69.3824    18.4730    0.0170000
OBS:      54042.3     A      md      3688.08    73.7615    18.5830    0.0200000
OBS:      54044.4     A      md      3341.95    153.730    18.6900    0.0460000
OBS:      54046.3     A      md      3130.40    112.694    18.7610    0.0360000
OBS:      54056.3     A      md      2392.21    45.4521    19.0530    0.0190000
OBS:      54060.4     A      md      2932.24    431.040    18.8320    0.147000
OBS:      54065.3     A      md      2441.18    161.118    19.0310    0.0660000
OBS:      54068.3     A      md      2572.76    131.211    18.9740    0.0510000
OBS:      54071.3     A      md      2089.29    50.1431    19.2000    0.0240000
OBS:      54073.3     A      md      1987.93    87.4687    19.2540    0.0440000
OBS:      54076.3     A      md      1548.82    61.9527    19.5250    0.0400000
OBS:      54084.3     A      md      1079.44    46.4161    19.9170    0.0430000
OBS:      54087.3     A      md      887.974    31.9671    20.1290    0.0360000
OBS:      54091.3     A      md      834.065    50.0439    20.1970    0.0600000
OBS:      54099.3     A      md      651.029    153.643    20.4660    0.236000
OBS:      54100.3     A      md      593.745    34.4372    20.5660    0.0580000
OBS:      54104.3     A      md      470.760    41.8977    20.8180    0.0890000
OBS:      54106.3     A      md      492.947    37.4640    20.7680    0.0760000
OBS:      54121.3     A      md      317.687    21.6027    21.2450    0.0680000
OBS:      54125.3     A      md      330.522    31.0690    21.2020    0.0940000
OBS:      54130.2     A      md      346.737    43.6889    21.1500    0.126000
END: 
