Parameter Name                 Value
m0                             1.340246e-03
m0                             1.162099e-03
m0                             1.102059e-04
m0                             9.672598e-05
m0                             9.179094e-05
m0                             1.128130e-04
m0                             1.381698e-04
m0                             5.346641e-04
m0                             1.667481e-03
m0                             8.748147e-05
m0                             1.051781e-03
m0                             8.027251e-05
m0                             1.282348e-03
m0                             1.071659e-04
m0                             1.139463e-04
m0                             9.846472e-05
m0                             1.154902e-04
m0                             1.010423e-04
m0                             8.623120e-05
m0                             8.387176e-03
m0                             1.094229e-02
m0                             1.344202e-04
m0                             1.158438e-02
m0                             4.106709e-03
m0                             8.374946e-03
m0                             1.523392e-03
m0                             2.935077e-03
m0                             2.669040e-03
m0                             1.385791e-04
m0                             8.620404e-05
m0                             2.634461e-03
m0                             5.124914e-04
m0                             2.893829e-03
m0                             1.028430e-04
m0                             9.974542e-05
m0                             1.014119e-04
m0                             3.562903e-03
m0                             1.366885e-03
m0                             2.211156e-03
m0                             6.204710e-04
m0                             1.258461e-03
m0                             1.175620e-03
m0                             1.614781e-03
m0                             3.422414e-04
m0                             2.119930e-03
m0                             5.606357e-04
m0                             1.552335e-03
m0                             1.139401e-03
m0                             3.472156e-04
m0                             3.164772e-04
m0                             9.168173e-05
m0                             1.457065e-03
m0                             1.534258e-03
m0                             2.013738e-03
m0                             7.754169e-04
m0                             6.628884e-04
m0                             1.530175e-03
m0                             6.045229e-04
m0                             2.035191e-04
m0                             3.732833e-04
m0                             2.090007e-04
m0                             5.358610e-04
m0                             6.491889e-04
m0                             1.096457e-03
m0                             9.692852e-04
m0                             1.063129e-03
m0                             9.559150e-04
m0                             8.045829e-04
m0                             5.635947e-04
m0                             4.515262e-04
m0                             7.091669e-04
m0                             8.792221e-04
m0                             1.418462e-03
m0                             9.666311e-04
m0                             8.731586e-04
m0                             1.055618e-03
m0                             1.170844e-03
m0                             9.956527e-04
m0                             6.159050e-04
m0                             6.777119e-04
m0                             8.346187e-04
m0                             7.710646e-04
m0                             1.152440e-03
m0                             7.568762e-04
m0                             9.874645e-04
m0                             5.589647e-04
m0                             1.977275e-04
m0                             4.348323e-05
m0                             4.032543e-05
m0                             4.120464e-05
m0                             9.052484e-05
m0                             1.941272e-04
m0                             2.003927e-04
m0                             2.230642e-04
m0                             1.129035e-04
m0                             3.863426e-05
m0                             9.818465e-05
m0                             7.191863e-05
m0                             2.207737e-03
m0                             2.071736e-03
m0                             2.476718e-03
m0                             3.962977e-03
m0                             1.015767e-04
m0                             8.582713e-05
m0                             7.275775e-05
m0                             1.079705e-02
m0                             7.601414e-05
m0                             8.928863e-05
m0                             9.129970e-05
m0                             1.222363e-04
m0                             7.743783e-05
m0                             2.101303e-02
m0                             4.736707e-03
m0                             1.332301e-04
m0                             1.223645e-04
m0                             1.099585e-04
m0                             6.782569e-05
m0                             1.975354e-02
m0                             1.153892e-04
m0                             1.104562e-04
m0                             1.131949e-04
m0                             9.237813e-05
m0                             9.212037e-05
