SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15ss
RA: 93.1391064
DEC: -14.2574827
MWEBV: 0.199 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.03556 +- 0.00012
REDSHIFT_CMB: 0.03591 +- 0.00012
VPEC: -82.854
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57342.56741
HOSTGAL_LOGMASS: 11.072 +- 0.104
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 24
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57342.56700 PS1-g VOID 11866.034 236.631 17.3140 0.0220 2.79
OBS: 57349.52525 PS1-g VOID 8183.759 225.653 17.7180 0.0300 2.09
OBS: 57356.50543 PS1-g VOID 4916.128 186.223 18.2710 0.0410 2.50
OBS: 57360.45717 PS1-g VOID 3584.984 133.489 18.6140 0.0400 2.20
OBS: 57368.49768 PS1-g VOID 1824.438 109.710 19.3470 0.0650 2.72
OBS: 57379.48541 PS1-g VOID 1084.362 195.468 19.9120 0.1950 2.21
OBS: 57342.56741 PS1-r VOID 12748.041 238.216 17.2360 0.0200 2.69
OBS: 57349.52566 PS1-r VOID 8825.969 196.610 17.6360 0.0240 2.02
OBS: 57356.50584 PS1-r VOID 6742.287 169.631 17.9280 0.0270 2.25
OBS: 57360.45758 PS1-r VOID 6247.182 158.877 18.0110 0.0280 2.17
OBS: 57368.49809 PS1-r VOID 5558.077 138.189 18.1380 0.0270 2.49
OBS: 57379.48581 PS1-r VOID 3157.210 155.492 18.7520 0.0530 2.04
OBS: 57342.56777 PS1-i VOID 7692.978 185.772 17.7850 0.0260 2.68
OBS: 57349.52601 PS1-i VOID 4623.746 147.695 18.3380 0.0350 1.89
OBS: 57356.50619 PS1-i VOID 3965.600 134.337 18.5040 0.0370 1.93
OBS: 57360.45793 PS1-i VOID 4197.755 131.151 18.4420 0.0340 1.81
OBS: 57368.49844 PS1-i VOID 4833.341 138.250 18.2890 0.0310 2.42
OBS: 57379.48616 PS1-i VOID 3081.589 145.728 18.7780 0.0510 1.92
OBS: 57342.56812 PS1-z VOID 7680.915 236.688 17.7860 0.0330 2.29
OBS: 57349.52637 PS1-z VOID 5213.804 207.786 18.2070 0.0430 1.94
OBS: 57356.50655 PS1-z VOID 5126.494 188.042 18.2250 0.0400 1.95
OBS: 57360.45828 PS1-z VOID 4445.877 168.513 18.3800 0.0410 1.71
OBS: 57368.49880 PS1-z VOID 4991.524 191.423 18.2540 0.0410 2.26
OBS: 57379.48652 PS1-z VOID 2903.179 188.901 18.8430 0.0700 1.93
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2039
SPECTRUM_MJD:  58171.00
SPEC: 3055.60 3057.60 7.27541e-17 4.39234e-16 0
SPEC: 3057.60 3059.60 -1.12366e-15 4.32537e-16 0
SPEC: 3059.60 3061.60 -8.91263e-16 4.25818e-16 0
SPEC: 3061.60 3063.60 2.93582e-16 4.19078e-16 0
SPEC: 3063.60 3065.60 -4.29438e-16 4.12320e-16 0
SPEC: 3065.50 3067.50 8.44967e-16 4.05547e-16 0
SPEC: 3067.50 3069.50 -1.59016e-16 3.98763e-16 0
SPEC: 3069.50 3071.50 -5.42623e-16 3.91971e-16 0
SPEC: 3071.50 3073.50 -3.36595e-17 3.85174e-16 0
SPEC: 3073.50 3075.50 -3.26633e-16 3.78375e-16 0
SPEC: 3075.50 3077.50 -2.94787e-16 3.71578e-16 0
SPEC: 3077.50 3079.50 -3.03420e-16 3.64787e-16 0
SPEC: 3079.50 3081.50 -1.34379e-15 3.58005e-16 0
SPEC: 3081.50 3083.50 -9.21271e-16 3.51236e-16 0
SPEC: 3083.50 3085.50 -3.88888e-16 3.44484e-16 0
SPEC: 3085.50 3087.50 4.34365e-16 3.37753e-16 0
SPEC: 3087.50 3089.50 6.96428e-16 3.31047e-16 0
SPEC: 3089.50 3091.50 -1.06043e-16 3.24370e-16 0
SPEC: 3091.50 3093.50 8.86834e-17 3.17726e-16 0
SPEC: 3093.40 3095.40 1.94246e-16 3.11119e-16 0
SPEC: 3095.40 3097.40 4.80230e-16 3.04553e-16 0
SPEC: 3097.40 3099.40 2.51544e-16 2.98032e-16 0
SPEC: 3099.40 3101.40 1.08638e-17 2.91560e-16 0
SPEC: 3101.40 3103.40 -8.46941e-17 2.85141e-16 0
SPEC: 3103.40 3105.40 -4.81783e-16 2.78779e-16 0
SPEC: 3105.40 3107.40 -2.21836e-16 2.72478e-16 0
SPEC: 3107.40 3109.40 2.13239e-17 2.66241e-16 0
SPEC: 3109.40 3111.40 -3.73679e-16 2.60073e-16 0
SPEC: 3111.40 3113.40 1.47018e-17 2.53977e-16 0
SPEC: 3113.40 3115.40 7.62332e-17 2.47955e-16 0
SPEC: 3115.40 3117.40 1.34457e-17 2.42013e-16 0
SPEC: 3117.40 3119.40 -8.21283e-18 2.36152e-16 0
SPEC: 3119.40 3121.40 -5.61627e-17 2.30376e-16 0
SPEC: 3121.40 3123.40 -1.39864e-16 2.24688e-16 0
SPEC: 3123.30 3125.30 1.98516e-16 2.19090e-16 0
SPEC: 3125.30 3127.30 4.72754e-16 2.13586e-16 0
SPEC: 3127.30 3129.30 3.50336e-16 2.08176e-16 0
SPEC: 3129.30 3131.30 1.67959e-16 2.02865e-16 0
SPEC: 3131.30 3133.30 -1.85811e-17 1.97652e-16 0
SPEC: 3133.30 3135.30 2.14520e-16 1.92541e-16 0
