SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15tg
RA: 5.1709894
DEC: 25.2290485
MWEBV: 0.025 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.03562 +- 0.00006
REDSHIFT_CMB: 0.03449 +- 0.00006
VPEC: -273.775
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57358.20406
HOSTGAL_LOGMASS: 10.172 +- 0.004
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 24
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57358.20406 PS1-g VOID 25915.421 421.560 16.4660 0.0180 1.94
OBS: 57362.20499 PS1-g VOID 24189.200 391.007 16.5410 0.0180 1.95
OBS: 57380.27030 PS1-g VOID 10387.588 248.846 17.4590 0.0260 1.68
OBS: 57386.31924 PS1-g VOID 6585.469 170.720 17.9540 0.0280 2.25
OBS: 57396.21678 PS1-g VOID 3458.935 116.395 18.6530 0.0360 1.79
OBS: 57358.20446 PS1-r VOID 21063.759 348.683 16.6910 0.0180 2.37
OBS: 57362.20539 PS1-r VOID 22702.022 357.885 16.6100 0.0170 1.79
OBS: 57369.27418 PS1-r VOID 20620.007 332.132 16.7140 0.0170 1.98
OBS: 57380.27070 PS1-r VOID 12938.701 239.973 17.2200 0.0200 1.55
OBS: 57386.31966 PS1-r VOID 11568.039 215.337 17.3420 0.0200 2.08
OBS: 57396.21718 PS1-r VOID 8176.344 160.571 17.7190 0.0210 1.57
OBS: 57358.20483 PS1-i VOID 13219.176 249.080 17.1970 0.0200 2.06
OBS: 57362.20576 PS1-i VOID 12615.448 224.132 17.2480 0.0190 1.69
OBS: 57369.27454 PS1-i VOID 10490.241 201.160 17.4480 0.0210 1.74
OBS: 57380.27106 PS1-i VOID 6156.622 153.392 18.0270 0.0270 1.52
OBS: 57386.32001 PS1-i VOID 6738.863 165.070 17.9290 0.0270 2.20
OBS: 57396.21755 PS1-i VOID 6513.713 145.660 17.9650 0.0240 1.53
OBS: 57358.20519 PS1-z VOID 12661.621 294.089 17.2440 0.0250 1.98
OBS: 57362.20613 PS1-z VOID 11701.514 252.219 17.3290 0.0230 1.54
OBS: 57369.27490 PS1-z VOID 9632.389 221.687 17.5410 0.0250 1.63
OBS: 57380.27142 PS1-z VOID 7141.292 203.135 17.8660 0.0310 1.52
OBS: 57386.32037 PS1-z VOID 7041.555 211.476 17.8810 0.0320 1.98
OBS: 57396.21791 PS1-z VOID 6600.381 182.355 17.9510 0.0300 1.61
OBS: 57405.21234 PS1-z VOID 4416.101 157.857 18.3870 0.0390 2.04
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1019
SPECTRUM_MJD:  57357.00
SPEC: 3404.50 3409.30 3.60857e-16 1.75443e-16 0
SPEC: 3409.30 3414.10 5.92051e-16 1.71864e-16 0
SPEC: 3414.00 3418.80 3.72588e-16 1.68240e-16 0
SPEC: 3418.80 3423.60 2.58596e-16 1.64582e-16 0
SPEC: 3423.50 3428.30 2.58559e-16 1.60902e-16 0
SPEC: 3428.30 3433.10 7.15337e-16 1.57213e-16 0
SPEC: 3433.00 3437.80 3.30126e-16 1.53527e-16 0
SPEC: 3437.80 3442.60 2.16366e-16 1.49857e-16 0
SPEC: 3442.60 3447.40 2.56353e-16 1.46214e-16 0
SPEC: 3447.30 3452.10 1.55099e-16 1.42609e-16 0
SPEC: 3452.10 3456.90 4.01241e-16 1.39052e-16 0
SPEC: 3456.80 3461.60 3.80669e-16 1.35551e-16 0
SPEC: 3461.60 3466.40 3.06733e-16 1.32112e-16 0
SPEC: 3466.40 3471.20 2.78738e-16 1.28740e-16 0
SPEC: 3471.10 3475.90 4.56729e-16 1.25437e-16 0
SPEC: 3475.90 3480.70 3.44067e-16 1.22203e-16 0
SPEC: 3480.60 3485.40 3.04100e-16 1.19036e-16 0
SPEC: 3485.40 3490.20 2.70106e-16 1.15933e-16 0
SPEC: 3490.10 3494.90 4.07552e-16 1.12888e-16 0
SPEC: 3494.90 3499.70 3.72617e-16 1.09895e-16 0
SPEC: 3499.60 3504.40 6.74186e-16 1.06946e-16 0
SPEC: 3504.40 3509.20 3.83750e-16 1.04033e-16 0
SPEC: 3509.20 3514.00 3.65396e-16 1.01150e-16 0
SPEC: 3513.90 3518.70 4.48942e-16 9.82882e-17 0
SPEC: 3518.70 3523.50 6.03540e-16 9.54433e-17 0
SPEC: 3523.40 3528.20 3.42088e-16 9.26112e-17 0
SPEC: 3528.20 3533.00 4.87828e-16 8.97899e-17 0
SPEC: 3532.90 3537.70 5.27640e-16 8.69797e-17 0
SPEC: 3537.70 3542.50 4.70970e-16 8.41833e-17 0
SPEC: 3542.40 3547.20 4.96465e-16 8.14056e-17 0
SPEC: 3547.20 3552.00 6.49715e-16 7.86541e-17 0
SPEC: 3552.00 3556.80 5.84339e-16 7.59380e-17 0
SPEC: 3556.70 3561.50 6.81666e-16 7.32686e-17 0
SPEC: 3561.50 3566.30 5.13775e-16 7.06585e-17 0
SPEC: 3566.20 3571.00 4.89475e-16 6.81212e-17 0
SPEC: 3571.00 3575.80 6.04415e-16 6.56706e-17 0
SPEC: 3575.80 3580.60 5.46845e-16 6.33207e-17 0
SPEC: 3580.50 3585.30 5.92377e-16 6.10848e-17 0
SPEC: 3585.30 3590.10 6.37512e-16 5.89755e-17 0
SPEC: 3590.00 3594.80 5.54034e-16 5.70035e-17 0
