SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017ns
RA: 42.2932238
DEC: 14.6007954
MWEBV: 0.094 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.02877 +- 0.00040
REDSHIFT_CMB: 0.02803 +- 0.00039
VPEC: -103.704
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57783.22885
HOSTGAL_LOGMASS: 10.255 +- 0.007
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 19
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57779.23143 PS1-g VOID 10452.243 220.887 17.4520 0.0230 2.80
OBS: 57783.22846 PS1-g VOID 12533.159 262.707 17.2550 0.0230 2.57
OBS: 57794.22918 PS1-g VOID 7715.608 292.209 17.7820 0.0410 3.67
OBS: 57801.27055 PS1-g VOID 4415.690 142.436 18.3880 0.0350 2.06
OBS: 57823.24184 PS1-g VOID 623.165 327.221 20.5130 0.5670 3.24
OBS: 57783.22885 PS1-r VOID 15385.290 282.889 17.0320 0.0200 2.19
OBS: 57794.22957 PS1-r VOID 12132.900 295.188 17.2900 0.0260 3.90
OBS: 57801.27097 PS1-r VOID 8891.023 184.982 17.6280 0.0230 2.06
OBS: 57823.24226 PS1-r VOID 2926.166 231.724 18.8340 0.0860 2.80
OBS: 57779.23219 PS1-i VOID 11142.280 231.781 17.3830 0.0230 2.56
OBS: 57783.22922 PS1-i VOID 10871.729 221.820 17.4090 0.0220 1.92
OBS: 57794.22994 PS1-i VOID 6809.357 216.098 17.9170 0.0340 3.06
OBS: 57801.27132 PS1-i VOID 6452.916 157.631 17.9760 0.0260 1.72
OBS: 57823.24260 PS1-i VOID 3457.211 242.119 18.6530 0.0760 2.85
OBS: 57779.23257 PS1-z VOID 9518.026 255.262 17.5540 0.0290 2.20
OBS: 57783.22959 PS1-z VOID 9629.181 269.386 17.5410 0.0300 1.87
OBS: 57794.23030 PS1-z VOID 7037.030 316.698 17.8820 0.0490 3.70
OBS: 57801.27167 PS1-z VOID 7646.542 217.034 17.7910 0.0310 1.54
OBS: 57823.24294 PS1-z VOID 3398.742 347.091 18.6720 0.1100 2.96
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1019
SPECTRUM_MJD:  57777.00
SPEC: 3400.05 3404.75 3.01245e-15 7.62630e-16 0
SPEC: 3404.75 3409.45 1.59690e-15 7.52329e-16 0
SPEC: 3409.55 3414.25 6.10461e-16 7.41716e-16 0
SPEC: 3414.35 3419.05 -4.30643e-19 7.30774e-16 0
SPEC: 3419.05 3423.75 -5.02311e-16 7.19490e-16 0
SPEC: 3423.85 3428.55 2.26303e-16 7.07851e-16 0
SPEC: 3428.55 3433.25 5.19418e-16 6.95852e-16 0
SPEC: 3433.35 3438.05 1.51942e-15 6.83492e-16 0
SPEC: 3438.05 3442.75 3.00818e-15 6.70776e-16 0
SPEC: 3442.85 3447.55 1.91607e-15 6.57712e-16 0
SPEC: 3447.55 3452.25 1.27292e-15 6.44317e-16 0
SPEC: 3452.35 3457.05 -2.11418e-16 6.30613e-16 0
SPEC: 3457.05 3461.75 3.31533e-16 6.16629e-16 0
SPEC: 3461.85 3466.55 -3.43931e-16 6.02397e-16 0
SPEC: 3466.65 3471.35 1.09172e-15 5.87956e-16 0
SPEC: 3471.35 3476.05 1.50346e-15 5.73347e-16 0
SPEC: 3476.15 3480.85 6.49390e-16 5.58617e-16 0
SPEC: 3480.85 3485.55 8.58310e-16 5.43812e-16 0
SPEC: 3485.65 3490.35 1.00413e-15 5.28980e-16 0
SPEC: 3490.45 3495.15 1.32673e-15 5.14170e-16 0
SPEC: 3495.15 3499.85 4.96249e-16 4.99428e-16 0
SPEC: 3499.95 3504.65 1.15760e-15 4.84801e-16 0
SPEC: 3504.65 3509.35 6.22229e-16 4.70330e-16 0
SPEC: 3509.45 3514.15 1.01303e-15 4.56056e-16 0
SPEC: 3514.15 3518.85 1.53766e-15 4.42017e-16 0
SPEC: 3518.95 3523.65 8.56362e-16 4.28247e-16 0
SPEC: 3523.65 3528.35 1.08120e-15 4.14777e-16 0
SPEC: 3528.45 3533.15 2.03970e-15 4.01634e-16 0
SPEC: 3533.25 3537.95 9.91003e-16 3.88846e-16 0
SPEC: 3537.95 3542.65 1.56973e-15 3.76433e-16 0
SPEC: 3542.75 3547.45 1.38650e-15 3.64418e-16 0
SPEC: 3547.45 3552.15 1.41568e-15 3.52818e-16 0
SPEC: 3552.25 3556.95 1.46032e-15 3.41647e-16 1
SPEC: 3556.95 3561.65 9.08569e-16 3.30921e-16 1
