SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2016esh
RA: 241.0597782
DEC: 16.6902419
MWEBV: 0.031 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.04457 +- 0.00003
REDSHIFT_CMB: 0.04487 +- 0.00003
VPEC: -299.328
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57609.28947
HOSTGAL_LOGMASS: 9.776 +- 0.007
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 24
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57609.28947 PS1-g VOID 12457.758 238.689 17.2610 0.0210 1.86
OBS: 57622.29797 PS1-g VOID 9933.254 204.820 17.5070 0.0220 2.01
OBS: 57630.28530 PS1-g VOID 4515.492 131.427 18.3630 0.0310 2.08
OBS: 57642.24107 PS1-g VOID 847.698 311.368 20.1790 0.3970 4.00
OBS: 57653.23765 PS1-g VOID 1107.296 141.342 19.8890 0.1380 3.84
OBS: 57661.22890 PS1-g VOID 973.850 106.378 20.0290 0.1180 2.31
OBS: 57609.28987 PS1-r VOID 11490.268 209.491 17.3490 0.0200 1.74
OBS: 57622.29837 PS1-r VOID 9221.714 178.903 17.5880 0.0210 1.58
OBS: 57630.28570 PS1-r VOID 6644.925 151.972 17.9440 0.0250 1.85
OBS: 57642.24148 PS1-r VOID 3475.311 310.121 18.6480 0.0960 3.96
OBS: 57653.23806 PS1-r VOID 2163.077 141.162 19.1620 0.0700 3.41
OBS: 57661.22932 PS1-r VOID 1745.126 107.062 19.3950 0.0660 2.16
OBS: 57609.29022 PS1-i VOID 7211.591 167.298 17.8550 0.0250 1.82
OBS: 57622.29872 PS1-i VOID 4691.666 131.134 18.3220 0.0300 1.72
OBS: 57630.28606 PS1-i VOID 3793.641 133.458 18.5520 0.0380 1.79
OBS: 57642.24183 PS1-i VOID 3543.316 303.589 18.6260 0.0930 3.26
OBS: 57653.23841 PS1-i VOID 1931.786 172.359 19.2850 0.0960 3.64
OBS: 57661.22967 PS1-i VOID 1668.709 118.998 19.4440 0.0770 1.94
OBS: 57609.29059 PS1-z VOID 6410.095 201.292 17.9830 0.0340 1.69
OBS: 57622.29908 PS1-z VOID 4151.398 226.508 18.4550 0.0590 1.46
OBS: 57630.28641 PS1-z VOID 4621.185 188.807 18.3380 0.0440 1.68
OBS: 57642.24218 PS1-z VOID 4601.332 406.260 18.3430 0.0950 3.16
OBS: 57653.23876 PS1-z VOID 2230.307 253.465 19.1290 0.1230 3.30
OBS: 57661.23002 PS1-z VOID 1478.384 193.223 19.5760 0.1410 1.99
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1013
SPECTRUM_MJD:  57607.00
SPEC:   3648.35   3653.85 9.53312e-16 2.71632e-17 1
SPEC:   3653.85   3659.35 9.93215e-16 2.72219e-17 1
SPEC:   3659.35   3664.85 1.01861e-15 2.72748e-17 1
SPEC:   3664.85   3670.35 9.89078e-16 2.73182e-17 1
SPEC:   3670.45   3675.95 9.87151e-16 2.73479e-17 1
SPEC:   3675.95   3681.45 9.52944e-16 2.73597e-17 1
SPEC:   3681.45   3686.95 9.92994e-16 2.73493e-17 1
SPEC:   3686.95   3692.45 9.73034e-16 2.73124e-17 1
SPEC:   3692.45   3697.95 9.65713e-16 2.72452e-17 1
SPEC:   3698.05   3703.55 1.04263e-15 2.71438e-17 1
SPEC:   3703.55   3709.05 9.71479e-16 2.70050e-17 1
SPEC:   3709.05   3714.55 1.03896e-15 2.68264e-17 1
SPEC:   3714.55   3720.05 1.06552e-15 2.66059e-17 1
SPEC:   3720.05   3725.55 1.08024e-15 2.63426e-17 1
SPEC:   3725.55   3731.05 1.04070e-15 2.60364e-17 1
SPEC:   3731.05   3736.55 1.04128e-15 2.56879e-17 1
SPEC:   3736.65   3742.15 1.06657e-15 2.52990e-17 1
SPEC:   3742.15   3747.65 1.08650e-15 2.48723e-17 1
SPEC:   3747.65   3753.15 9.94445e-16 2.44115e-17 1
SPEC:   3753.15   3758.65 1.01556e-15 2.39208e-17 1
SPEC:   3758.65   3764.15 1.00597e-15 2.34051e-17 1
SPEC:   3764.25   3769.75 1.02871e-15 2.28699e-17 1
SPEC:   3769.75   3775.25 1.02000e-15 2.23208e-17 1
SPEC:   3775.25   3780.75 1.05589e-15 2.17636e-17 1
SPEC:   3780.75   3786.25 1.01566e-15 2.12042e-17 1
SPEC:   3786.25   3791.75 9.99310e-16 2.06479e-17 1
SPEC:   3791.85   3797.35 1.00197e-15 2.01000e-17 1
SPEC:   3797.35   3802.85 9.32128e-16 1.95652e-17 1
SPEC:   3802.85   3808.35 9.12409e-16 1.90475e-17 1
SPEC:   3808.35   3813.85 9.10827e-16 1.85504e-17 1
SPEC:   3813.85   3819.35 8.94145e-16 1.80767e-17 1
SPEC:   3819.35   3824.85 8.48803e-16 1.76283e-17 1
SPEC:   3824.95   3830.45 8.09228e-16 1.72066e-17 1
SPEC:   3830.45   3835.95 8.07789e-16 1.68123e-17 1
SPEC:   3835.95   3841.45 7.66586e-16 1.64456e-17 1
SPEC:   3841.45   3846.95 7.17696e-16 1.61061e-17 1
SPEC:   3846.95   3852.45 6.70888e-16 1.57929e-17 1
SPEC:   3852.45   3857.95 6.26984e-16 1.55047e-17 1
SPEC:   3858.05   3863.55 5.89714e-16 1.52404e-17 1
SPEC:   3863.55   3869.05 5.53438e-16 1.49981e-17 1
