SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16dn
RA: 162.2055568
DEC: -20.2639371
MWEBV: 0.033 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.01285 +- 0.00010
REDSHIFT_CMB: 0.01405 +- 0.00011
VPEC: -51.772
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57488.28760
HOSTGAL_LOGMASS: 7.285 +- 0.017
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 31
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57478.29728 PS1-g VOID 44760.778 674.128 15.8730 0.0160 2.25
OBS: 57481.33935 PS1-g VOID 87569.955 1254.628 15.1440 0.0160 1.97
OBS: 57488.28760 PS1-g VOID 139337.248 1967.276 14.6400 0.0150 2.21
OBS: 57493.24604 PS1-g VOID 130052.735 1851.288 14.7150 0.0150 1.90
OBS: 57500.29582 PS1-g VOID 96249.530 1399.135 15.0420 0.0160 1.75
OBS: 57508.30067 PS1-g VOID 58029.134 851.472 15.5910 0.0160 1.69
OBS: 57521.25880 PS1-g VOID 21831.329 409.267 16.6520 0.0200 2.17
OBS: 57478.29770 PS1-r VOID 41270.994 614.578 15.9610 0.0160 3.00
OBS: 57481.33975 PS1-r VOID 75087.991 1073.143 15.3110 0.0160 1.85
OBS: 57488.28801 PS1-r VOID 118153.901 1673.808 14.8190 0.0150 1.82
OBS: 57493.24569 PS1-r VOID 117991.082 1673.411 14.8200 0.0150 2.02
OBS: 57500.29623 PS1-r VOID 82960.361 1201.465 15.2030 0.0160 1.88
OBS: 57508.30108 PS1-r VOID 59176.636 856.418 15.5700 0.0160 1.71
OBS: 57521.25922 PS1-r VOID 44429.725 659.453 15.8810 0.0160 1.84
OBS: 57490.32671 PS1-r VOID 124928.624 1739.040 14.7580 0.0150 2.33
OBS: 57490.33705 PS1-r VOID 125551.349 1747.435 14.7530 0.0150 2.42
OBS: 57490.34739 PS1-r VOID 123746.204 1723.434 14.7690 0.0150 2.72
OBS: 57490.35775 PS1-r VOID 124653.244 1735.867 14.7610 0.0150 3.28
OBS: 57478.29804 PS1-i VOID 32975.081 504.906 16.2050 0.0170 2.33
OBS: 57481.34010 PS1-i VOID 58730.600 854.883 15.5780 0.0160 1.56
OBS: 57488.28836 PS1-i VOID 70466.029 1019.548 15.3800 0.0160 1.65
OBS: 57493.24528 PS1-i VOID 61210.998 893.672 15.5330 0.0160 1.63
OBS: 57500.29657 PS1-i VOID 40673.647 620.957 15.9770 0.0170 1.64
OBS: 57508.30144 PS1-i VOID 32664.298 493.668 16.2150 0.0160 1.60
OBS: 57521.25956 PS1-i VOID 37284.619 565.184 16.0710 0.0160 1.87
OBS: 57481.34046 PS1-z VOID 51207.135 773.029 15.7270 0.0160 1.39
OBS: 57488.28872 PS1-z VOID 67030.555 994.364 15.4340 0.0160 1.52
OBS: 57493.24493 PS1-z VOID 62834.586 941.142 15.5050 0.0160 1.79
OBS: 57500.29693 PS1-z VOID 45585.840 714.185 15.8530 0.0170 1.50
OBS: 57508.30179 PS1-z VOID 41899.793 644.027 15.9440 0.0170 1.47
OBS: 57521.25992 PS1-z VOID 39436.685 633.676 16.0100 0.0170 1.65
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2679
SPECTRUM_MJD:  57480.00
SPEC:   3479.55   3481.05 6.53890e-15 9.87134e-16 1
SPEC:   3481.05   3482.55 8.25156e-15 9.85304e-16 1
SPEC:   3482.55   3484.05 7.18798e-15 9.83414e-16 1
SPEC:   3484.05   3485.55 7.75572e-15 9.81464e-16 1
SPEC:   3485.45   3486.95 5.41333e-15 9.79452e-16 1
SPEC:   3486.95   3488.45 6.44938e-15 9.77377e-16 1
SPEC:   3488.45   3489.95 5.70540e-15 9.75238e-16 1
SPEC:   3489.85   3491.35 5.80280e-15 9.73034e-16 1
SPEC:   3491.35   3492.85 6.97642e-15 9.70764e-16 1
SPEC:   3492.85   3494.35 5.49616e-15 9.68428e-16 1
SPEC:   3494.25   3495.75 6.23162e-15 9.66025e-16 1
SPEC:   3495.75   3497.25 7.24109e-15 9.63553e-16 1
SPEC:   3497.25   3498.75 6.71480e-15 9.61013e-16 1
SPEC:   3498.75   3500.25 5.48329e-15 9.58404e-16 1
SPEC:   3500.15   3501.65 7.00473e-15 9.55725e-16 1
SPEC:   3501.65   3503.15 7.11248e-15 9.52976e-16 1
SPEC:   3503.15   3504.65 6.38726e-15 9.50156e-16 1
SPEC:   3504.55   3506.05 6.87534e-15 9.47265e-16 1
SPEC:   3506.05   3507.55 6.26747e-15 9.44303e-16 1
SPEC:   3507.55   3509.05 7.81355e-15 9.41270e-16 1
SPEC:   3509.05   3510.55 6.79117e-15 9.38165e-16 1
SPEC:   3510.45   3511.95 8.58261e-15 9.34990e-16 1
SPEC:   3511.95   3513.45 6.09214e-15 9.31743e-16 1
SPEC:   3513.45   3514.95 6.45863e-15 9.28426e-16 1
SPEC:   3514.85   3516.35 5.69058e-15 9.25038e-16 1
SPEC:   3516.35   3517.85 8.20541e-15 9.21580e-16 1
SPEC:   3517.85   3519.35 7.52414e-15 9.18053e-16 1
SPEC:   3519.35   3520.85 5.93339e-15 9.14457e-16 1
SPEC:   3520.75   3522.25 6.45806e-15 9.10793e-16 1
SPEC:   3522.25   3523.75 6.86239e-15 9.07062e-16 1
SPEC:   3523.75   3525.25 4.38546e-15 9.03266e-16 1
SPEC:   3525.15   3526.65 4.52484e-15 8.99404e-16 1
SPEC:   3526.65   3528.15 8.02726e-15 8.95478e-16 1
SPEC:   3528.15   3529.65 6.95666e-15 8.91491e-16 1
SPEC:   3529.55   3531.05 6.49730e-15 8.87442e-16 1
SPEC:   3531.05   3532.55 6.91876e-15 8.83334e-16 1
SPEC:   3532.55   3534.05 7.20379e-15 8.79169e-16 1
SPEC:   3534.05   3535.55 5.87213e-15 8.74948e-16 1
SPEC:   3535.45   3536.95 7.22534e-15 8.70673e-16 1
SPEC:   3536.95   3538.45 5.73520e-15 8.66346e-16 1
SPEC:   3538.45   3539.95 4.95182e-15 8.61969e-16 1
SPEC:   3539.95   3541.45 6.73805e-15 8.57545e-16 1
SPEC:   3541.35   3542.85 7.32309e-15 8.53075e-16 1
SPEC:   3542.85   3544.35 6.38898e-15 8.48563e-16 1
SPEC:   3544.35   3545.85 7.00127e-15 8.44011e-16 1
SPEC:   3545.75   3547.25 5.24627e-15 8.39420e-16 1
SPEC:   3547.25   3548.75 6.64483e-15 8.34795e-16 1
SPEC:   3548.75   3550.25 7.60367e-15 8.30137e-16 1
SPEC:   3550.15   3551.65 6.71629e-15 8.25450e-16 1
SPEC:   3551.65   3553.15 7.33892e-15 8.20736e-16 1
