SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017lm
RA: 45.3848986
DEC: -15.0159632
MWEBV: 0.059 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.03064 +- 0.00006
REDSHIFT_CMB: 0.03004 +- 0.00006
VPEC: -82.422
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57776.23572
HOSTGAL_LOGMASS: 10.110 +- 0.013
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 16
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57776.23572 PS1-g VOID 24444.159 392.359 16.5300 0.0170 2.10
OBS: 57782.23192 PS1-g VOID 23271.218 373.727 16.5830 0.0170 2.29
OBS: 57797.26897 PS1-g VOID 10149.001 214.519 17.4840 0.0230 1.81
OBS: 57823.23944 PS1-g VOID 1654.344 393.559 19.4530 0.2570 3.84
OBS: 57776.23612 PS1-r VOID 22299.881 350.570 16.6290 0.0170 1.74
OBS: 57782.23233 PS1-r VOID 23673.030 366.464 16.5640 0.0170 1.96
OBS: 57797.26938 PS1-r VOID 13421.322 243.160 17.1810 0.0200 1.80
OBS: 57823.23987 PS1-r VOID 5001.212 251.187 18.2520 0.0540 2.91
OBS: 57776.23647 PS1-i VOID 14424.018 249.874 17.1020 0.0190 1.70
OBS: 57782.23268 PS1-i VOID 12928.992 233.239 17.2210 0.0200 1.98
OBS: 57797.26973 PS1-i VOID 7420.085 180.475 17.8240 0.0260 1.76
OBS: 57823.24021 PS1-i VOID 3995.411 263.852 18.4960 0.0710 3.36
OBS: 57776.23683 PS1-z VOID 13720.178 277.995 17.1570 0.0220 1.72
OBS: 57782.23303 PS1-z VOID 13591.047 271.788 17.1670 0.0220 1.79
OBS: 57797.27007 PS1-z VOID 9179.008 243.498 17.5930 0.0290 1.70
OBS: 57823.24055 PS1-z VOID 3968.935 316.618 18.5030 0.0860 2.75
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 6323
SPECTRUM_MJD:  57772.00
SPEC:   3496.30   3497.30 4.97858e-16 2.37468e-17 1
SPEC:   3497.30   3498.30 4.95625e-16 2.36969e-17 1
SPEC:   3498.20   3499.20 5.49803e-16 2.36469e-17 1
SPEC:   3499.10   3500.10 5.78079e-16 2.35968e-17 1
SPEC:   3500.10   3501.10 6.05558e-16 2.35465e-17 1
SPEC:   3501.00   3502.00 5.90682e-16 2.34962e-17 1
SPEC:   3501.90   3502.90 5.57963e-16 2.34457e-17 1
SPEC:   3502.80   3503.80 5.52763e-16 2.33952e-17 1
SPEC:   3503.80   3504.80 5.62393e-16 2.33446e-17 1
SPEC:   3504.70   3505.70 5.86024e-16 2.32938e-17 1
SPEC:   3505.70   3506.70 6.14704e-16 2.32431e-17 1
SPEC:   3506.60   3507.60 6.19983e-16 2.31922e-17 1
SPEC:   3507.50   3508.50 6.08353e-16 2.31413e-17 1
SPEC:   3508.40   3509.40 5.97942e-16 2.30903e-17 1
SPEC:   3509.40   3510.40 5.93687e-16 2.30393e-17 1
SPEC:   3510.30   3511.30 6.03219e-16 2.29882e-17 1
SPEC:   3511.30   3512.30 6.25290e-16 2.29372e-17 1
SPEC:   3512.20   3513.20 6.55674e-16 2.28860e-17 1
SPEC:   3513.10   3514.10 6.53587e-16 2.28349e-17 1
SPEC:   3514.10   3515.10 6.28295e-16 2.27838e-17 1
SPEC:   3515.00   3516.00 6.51828e-16 2.27326e-17 1
SPEC:   3515.90   3516.90 6.79616e-16 2.26815e-17 1
SPEC:   3516.80   3517.80 6.76848e-16 2.26304e-17 1
SPEC:   3517.80   3518.80 6.87294e-16 2.25793e-17 1
SPEC:   3518.70   3519.70 7.37650e-16 2.25283e-17 1
SPEC:   3519.70   3520.70 7.28971e-16 2.24773e-17 1
SPEC:   3520.60   3521.60 6.82432e-16 2.24263e-17 1
SPEC:   3521.50   3522.50 7.01983e-16 2.23754e-17 1
SPEC:   3522.40   3523.40 6.92923e-16 2.23246e-17 1
SPEC:   3523.40   3524.40 6.81216e-16 2.22738e-17 1
