SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017oz
RA: 211.6730831
DEC: 30.3188275
MWEBV: 0.011 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.05569 +- 0.00001
REDSHIFT_CMB: 0.05638 +- 0.00001
VPEC: 90.195
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57787.65318
HOSTGAL_LOGMASS: 10.036 +- 0.014
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 28
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57783.65919 PS1-g VOID 7731.136 215.766 17.7790 0.0300 2.92
OBS: 57787.65318 PS1-g VOID 8586.550 189.947 17.6650 0.0240 2.82
OBS: 57797.48657 PS1-g VOID 5434.132 269.879 18.1620 0.0540 3.32
OBS: 57806.64864 PS1-g VOID 2472.270 126.358 19.0170 0.0550 2.50
OBS: 57825.57523 PS1-g VOID 694.315 192.412 20.3960 0.2990 1.86
OBS: 57783.65957 PS1-r VOID 6656.906 182.286 17.9420 0.0300 2.81
OBS: 57787.65356 PS1-r VOID 7611.406 171.253 17.7960 0.0240 3.07
OBS: 57797.48699 PS1-r VOID 5976.767 201.686 18.0590 0.0360 2.73
OBS: 57806.64904 PS1-r VOID 4539.788 137.414 18.3570 0.0330 2.45
OBS: 57825.57561 PS1-r VOID 2122.705 159.808 19.1830 0.0810 1.97
OBS: 57783.65994 PS1-i VOID 4400.611 173.346 18.3910 0.0430 2.85
OBS: 57787.65393 PS1-i VOID 4410.782 138.272 18.3890 0.0340 2.39
OBS: 57797.48734 PS1-i VOID 3723.797 200.711 18.5730 0.0580 2.56
OBS: 57806.64940 PS1-i VOID 2271.324 127.326 19.1090 0.0610 2.11
OBS: 57825.57598 PS1-i VOID 1582.062 144.423 19.5020 0.0990 1.76
OBS: 57768.63657 PS1-i VOID 124.092 74.143 22.2660 0.6450 2.42
OBS: 57768.63743 PS1-i VOID 82.045 67.478 22.7150 0.8880 2.48
OBS: 57768.64430 PS1-i VOID 25.797 74.145 23.9710 3.1040 2.48
OBS: 57768.65113 PS1-i VOID 33.315 72.085 23.6930 2.3370 2.42
OBS: 57768.65794 PS1-i VOID 93.142 64.327 22.5770 0.7460 2.17
OBS: 57852.52483 PS1-i VOID 486.715 77.155 20.7820 0.1710 1.92
OBS: 57852.53563 PS1-i VOID 518.855 92.836 20.7120 0.1930 2.28
OBS: 57852.54641 PS1-i VOID 505.836 92.664 20.7400 0.1980 2.25
OBS: 57852.55716 PS1-i VOID 944.951 90.637 20.0610 0.1040 2.20
OBS: 57787.65430 PS1-z VOID 3963.769 161.759 18.5050 0.0440 2.37
OBS: 57797.48769 PS1-z VOID 2355.030 248.759 19.0700 0.1140 2.57
OBS: 57806.64976 PS1-z VOID 2248.127 178.041 19.1200 0.0860 2.02
OBS: 57825.57634 PS1-z VOID 1973.385 162.276 19.2620 0.0890 1.49
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2879
SPECTRUM_MJD:  57784.00
SPEC: 4181.50 4182.50 8.81266e-01 3.78011e-02 1
SPEC: 4182.50 4183.50 8.09737e-01 3.77915e-02 1
SPEC: 4183.50 4184.50 8.42605e-01 3.77760e-02 1
SPEC: 4184.50 4185.50 8.69903e-01 3.77298e-02 1
SPEC: 4185.50 4186.50 8.15400e-01 3.77615e-02 1
SPEC: 4186.50 4187.50 8.16214e-01 3.77700e-02 1
SPEC: 4187.50 4188.50 8.65277e-01 3.77148e-02 1
SPEC: 4188.50 4189.50 8.39286e-01 3.76674e-02 1
SPEC: 4189.50 4190.50 8.45250e-01 3.76152e-02 1
SPEC: 4190.50 4191.50 8.70611e-01 3.75995e-02 1
SPEC: 4191.50 4192.50 8.30982e-01 3.76011e-02 1
SPEC: 4192.50 4193.50 8.34074e-01 3.76034e-02 1
SPEC: 4193.50 4194.50 9.18552e-01 3.75868e-02 1
SPEC: 4194.50 4195.50 9.19914e-01 3.75059e-02 1
SPEC: 4195.50 4196.50 8.81875e-01 3.74377e-02 1
SPEC: 4196.50 4197.50 9.12939e-01 3.74343e-02 1
SPEC: 4197.50 4198.50 9.11097e-01 3.74548e-02 1
SPEC: 4198.50 4199.50 9.64932e-01 3.74074e-02 1
SPEC: 4199.50 4200.50 9.03213e-01 3.72998e-02 1
SPEC: 4200.50 4201.50 9.53990e-01 3.73043e-02 1
SPEC: 4201.50 4202.50 9.00181e-01 3.72921e-02 1
SPEC: 4202.50 4203.50 9.58896e-01 3.72700e-02 1
SPEC: 4203.50 4204.50 9.13124e-01 3.72644e-02 1
SPEC: 4204.50 4205.50 9.36849e-01 3.72142e-02 1
SPEC: 4205.50 4206.50 9.31238e-01 3.72449e-02 1
SPEC: 4206.50 4207.50 9.36288e-01 3.72543e-02 1
SPEC: 4207.50 4208.50 9.07772e-01 3.72230e-02 1
SPEC: 4208.50 4209.50 9.78312e-01 3.71636e-02 1
SPEC: 4209.50 4210.50 9.60353e-01 3.70956e-02 1
SPEC: 4210.50 4211.50 1.01872e+00 3.70885e-02 1
SPEC: 4211.50 4212.50 9.80648e-01 3.70839e-02 1
SPEC: 4212.50 4213.50 9.74201e-01 3.70754e-02 1
SPEC: 4213.50 4214.50 9.93238e-01 3.70565e-02 1
SPEC: 4214.50 4215.50 1.00793e+00 3.70154e-02 1
SPEC: 4215.50 4216.50 9.82960e-01 3.69859e-02 1
SPEC: 4216.50 4217.50 9.21137e-01 3.69545e-02 1
SPEC: 4217.50 4218.50 9.88200e-01 3.69241e-02 1
SPEC: 4218.50 4219.50 1.00713e+00 3.69010e-02 1
SPEC: 4219.50 4220.50 9.79522e-01 3.68821e-02 1
SPEC: 4220.50 4221.50 9.98537e-01 3.68404e-02 1
SPEC: 4221.50 4222.50 9.71193e-01 3.67924e-02 1
SPEC: 4222.50 4223.50 9.37881e-01 3.67593e-02 1
SPEC: 4223.50 4224.50 9.77771e-01 3.67249e-02 1
SPEC: 4224.50 4225.50 9.63573e-01 3.66687e-02 1
SPEC: 4225.50 4226.50 9.83306e-01 3.66347e-02 1
