SURVEY: FOUNDATION
SNTYPE: 1
SNID: ATLAS17ajs
RA: 171.9772191
DEC: 27.3458398
MWEBV: 0.015 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.03265 +- 0.00001
REDSHIFT_CMB: 0.03367 +- 0.00001
VPEC: -75.656
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57782.44184
HOSTGAL_LOGMASS: 10.125 +- 0.012
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 36
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57782.44143 PS1-g VOID 12742.396 232.800 17.2370 0.0200 2.23
OBS: 57787.64963 PS1-g VOID 11584.244 228.276 17.3400 0.0210 2.68
OBS: 57800.46901 PS1-g VOID 5578.746 156.308 18.1340 0.0300 2.08
OBS: 57816.43703 PS1-g VOID 1817.206 85.204 19.3510 0.0510 1.76
OBS: 57828.45647 PS1-g VOID 1316.334 168.926 19.7020 0.1390 1.72
OBS: 57782.44184 PS1-r VOID 14351.044 244.173 17.1080 0.0180 2.12
OBS: 57787.65004 PS1-r VOID 13517.542 243.039 17.1730 0.0190 2.99
OBS: 57800.46939 PS1-r VOID 7586.847 159.192 17.8000 0.0230 2.00
OBS: 57816.43742 PS1-r VOID 5411.563 120.083 18.1670 0.0240 1.63
OBS: 57828.45686 PS1-r VOID 3353.872 137.594 18.6860 0.0440 1.82
OBS: 57782.44219 PS1-i VOID 9407.209 184.257 17.5660 0.0210 1.71
OBS: 57787.65039 PS1-i VOID 7695.406 170.132 17.7840 0.0240 2.39
OBS: 57800.46975 PS1-i VOID 3917.119 122.635 18.5180 0.0340 1.78
OBS: 57816.43779 PS1-i VOID 4884.391 121.938 18.2780 0.0270 1.55
OBS: 57828.45723 PS1-i VOID 2666.541 123.542 18.9350 0.0500 1.47
OBS: 57801.57143 PS1-i VOID 4229.728 83.570 18.4340 0.0210 1.90
OBS: 57801.57223 PS1-i VOID 4184.800 82.037 18.4460 0.0210 1.83
OBS: 57801.58381 PS1-i VOID 4258.593 81.708 18.4270 0.0210 1.73
OBS: 57801.58305 PS1-i VOID 4326.532 84.771 18.4100 0.0210 1.92
OBS: 57801.59469 PS1-i VOID 4329.882 84.302 18.4090 0.0210 1.84
OBS: 57801.59547 PS1-i VOID 4206.791 82.234 18.4400 0.0210 1.69
OBS: 57801.60632 PS1-i VOID 4354.418 88.243 18.4030 0.0220 1.99
OBS: 57801.60708 PS1-i VOID 4294.373 85.405 18.4180 0.0220 1.86
OBS: 57818.39562 PS1-i VOID 4715.967 87.648 18.3160 0.0200 1.93
OBS: 57818.40708 PS1-i VOID 4768.570 87.366 18.3040 0.0200 1.94
OBS: 57818.41855 PS1-i VOID 4700.830 86.294 18.3200 0.0200 1.82
OBS: 57818.42953 PS1-i VOID 4639.224 87.231 18.3340 0.0200 2.03
OBS: 57854.43431 PS1-i VOID 760.636 109.092 20.2970 0.1550 2.35
OBS: 57854.44568 PS1-i VOID 788.349 112.731 20.2580 0.1540 2.31
OBS: 57854.45710 PS1-i VOID 1062.896 113.913 19.9340 0.1160 2.23
OBS: 57854.46849 PS1-i VOID 751.306 338.545 20.3100 0.4870 2.38
OBS: 57782.44255 PS1-z VOID 9263.797 219.573 17.5830 0.0260 1.72
OBS: 57787.65075 PS1-z VOID 7875.807 212.559 17.7590 0.0290 2.44
OBS: 57800.47013 PS1-z VOID 5406.626 158.328 18.1680 0.0320 1.64
OBS: 57816.43816 PS1-z VOID 5401.387 147.834 18.1690 0.0300 1.51
OBS: 57828.45760 PS1-z VOID 2342.112 167.024 19.0760 0.0770 1.44
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1013
SPECTRUM_MJD:  57780.00
SPEC: 3637.65 3643.15 2.30370e-16 3.53307e-17 0
SPEC: 3643.15 3648.65 1.66555e-16 3.50683e-17 0
SPEC: 3648.75 3654.25 2.21550e-16 3.48126e-17 0
SPEC: 3654.25 3659.75 2.76556e-16 3.45615e-17 0
SPEC: 3659.75 3665.25 2.40975e-16 3.43129e-17 0
SPEC: 3665.25 3670.75 2.26411e-16 3.40636e-17 0
SPEC: 3670.75 3676.25 2.26014e-16 3.38102e-17 0
SPEC: 3676.35 3681.85 2.54214e-16 3.35488e-17 0
SPEC: 3681.85 3687.35 1.82275e-16 3.32749e-17 0
SPEC: 3687.35 3692.85 2.09778e-16 3.29838e-17 0
SPEC: 3692.85 3698.35 2.55160e-16 3.26704e-17 0
SPEC: 3698.35 3703.85 2.21681e-16 3.23297e-17 0
SPEC: 3703.85 3709.35 1.70702e-16 3.19569e-17 0
SPEC: 3709.45 3714.95 1.89067e-16 3.15474e-17 0
SPEC: 3714.95 3720.45 2.28493e-16 3.10975e-17 0
SPEC: 3720.45 3725.95 1.58380e-16 3.06041e-17 0
SPEC: 3725.95 3731.45 1.87060e-16 3.00654e-17 0
SPEC: 3731.45 3736.95 1.57792e-16 2.94807e-17 0
SPEC: 3737.05 3742.55 2.03555e-16 2.88507e-17 0
SPEC: 3742.55 3748.05 1.20149e-16 2.81776e-17 0
SPEC: 3748.05 3753.55 1.30193e-16 2.74651e-17 0
SPEC: 3753.55 3759.05 7.86879e-17 2.67184e-17 0
SPEC: 3759.05 3764.55 1.66953e-16 2.59437e-17 0
SPEC: 3764.55 3770.05 9.48044e-17 2.51485e-17 0
SPEC: 3770.15 3775.65 1.08221e-16 2.43410e-17 0
SPEC: 3775.65 3781.15 1.16848e-16 2.35299e-17 0
SPEC: 3781.15 3786.65 1.29061e-16 2.27242e-17 0
SPEC: 3786.65 3792.15 1.11632e-16 2.19327e-17 0
SPEC: 3792.15 3797.65 1.10389e-16 2.11639e-17 0
SPEC: 3797.65 3803.15 1.11074e-16 2.04254e-17 0
SPEC: 3803.25 3808.75 1.21296e-16 1.97239e-17 0
SPEC: 3808.75 3814.25 9.59646e-17 1.90653e-17 0
SPEC: 3814.25 3819.75 8.88074e-17 1.84540e-17 0
SPEC: 3819.75 3825.25 9.71518e-17 1.78930e-17 0
SPEC: 3825.35 3830.85 1.20461e-16 1.73842e-17 0
SPEC: 3830.85 3836.35 1.04623e-16 1.69283e-17 0
SPEC: 3836.35 3841.85 1.08348e-16 1.65246e-17 0
SPEC: 3841.85 3847.35 1.41854e-16 1.61715e-17 0
SPEC: 3847.35 3852.85 1.21909e-16 1.58666e-17 0
SPEC: 3852.85 3858.35 1.23817e-16 1.56067e-17 0
SPEC: 3858.45 3863.95 1.26681e-16 1.53881e-17 0
SPEC: 3863.95 3869.45 1.39758e-16 1.52067e-17 0
SPEC: 3869.45 3874.95 1.26365e-16 1.50585e-17 0
SPEC: 3874.95 3880.45 1.33153e-16 1.49394e-17 0
SPEC: 3880.45 3885.95 1.56213e-16 1.48454e-17 0
SPEC: 3886.05 3891.55 9.95710e-17 1.47729e-17 0
SPEC: 3891.55 3897.05 1.23125e-16 1.47186e-17 0
SPEC: 3897.05 3902.55 1.30720e-16 1.46799e-17 0
SPEC: 3902.55 3908.05 1.02462e-16 1.46543e-17 0
SPEC: 3908.05 3913.55 1.23074e-16 1.46403e-17 0
SPEC: 3913.55 3919.05 1.35311e-16 1.46365e-17 0
SPEC: 3919.15 3924.65 1.48343e-16 1.46421e-17 0
SPEC: 3924.65 3930.15 1.53706e-16 1.46567e-17 0
SPEC: 3930.15 3935.65 1.42351e-16 1.46804e-17 0
SPEC: 3935.65 3941.15 1.56215e-16 1.47132e-17 0
SPEC: 3941.15 3946.65 1.58211e-16 1.47553e-17 0
