SURVEY: FOUNDATION
SNTYPE: 1
SNID: PSNJ1602512
RA: 240.7135836
DEC: 47.2247750
MWEBV: 0.015 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.02025 +- 0.00013
REDSHIFT_CMB: 0.02039 +- 0.00013
VPEC: 17.853
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57172.42553
HOSTGAL_LOGMASS: 11.740 +- 0.001
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 54
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57164.37105 PS1-g VOID 29535.264 458.673 16.3240 0.0170 1.93
OBS: 57168.44952 PS1-g VOID 41392.764 619.656 15.9580 0.0160 1.67
OBS: 57172.42512 PS1-g VOID 45188.515 689.171 15.8620 0.0170 1.44
OBS: 57183.46342 PS1-g VOID 29329.988 464.138 16.3320 0.0170 3.38
OBS: 57191.44666 PS1-g VOID 16197.967 278.012 16.9760 0.0190 1.66
OBS: 57199.27524 PS1-g VOID 8721.883 203.746 17.6480 0.0250 2.08
OBS: 57467.53515 PS1-g VOID 225.933 156.449 21.6150 0.7480 2.37
OBS: 57476.51029 PS1-g VOID 314.894 141.260 21.2550 0.4840 2.94
OBS: 57499.50905 PS1-g VOID 70.577 187.353 22.8780 2.8670 2.11
OBS: 57164.37146 PS1-r VOID 28680.592 441.784 16.3560 0.0170 1.72
OBS: 57168.44989 PS1-r VOID 41161.773 612.349 15.9640 0.0160 1.47
OBS: 57172.42553 PS1-r VOID 49513.506 729.538 15.7630 0.0160 1.46
OBS: 57183.46381 PS1-r VOID 30641.846 476.800 16.2840 0.0170 3.04
OBS: 57191.44706 PS1-r VOID 22494.029 357.275 16.6200 0.0170 1.49
OBS: 57199.27565 PS1-r VOID 22299.887 360.702 16.6290 0.0180 1.83
OBS: 57467.53555 PS1-r VOID -17.865 107.469 -99 6.4970 1.93
OBS: 57476.51069 PS1-r VOID -9.045 117.947 -99 14.0830 2.68
OBS: 57499.50944 PS1-r VOID 119.679 134.018 22.3050 1.2090 1.97
OBS: 57164.37184 PS1-i VOID 21336.273 355.398 16.6770 0.0180 1.67
OBS: 57168.45029 PS1-i VOID 25733.630 404.336 16.4740 0.0170 1.28
OBS: 57172.42590 PS1-i VOID 27579.441 431.404 16.3990 0.0170 1.29
OBS: 57183.46420 PS1-i VOID 15701.060 304.687 17.0100 0.0210 3.04
OBS: 57191.44745 PS1-i VOID 13784.599 260.351 17.1520 0.0200 1.42
OBS: 57199.27601 PS1-i VOID 17837.333 304.804 16.8720 0.0190 1.61
OBS: 57467.53591 PS1-i VOID -3.151 114.486 -99 39.2400 1.61
OBS: 57476.51104 PS1-i VOID 195.421 134.732 21.7730 0.7450 2.31
OBS: 57499.50980 PS1-i VOID -182.671 120.821 -99 0.7140 1.62
OBS: 57172.39643 PS1-i VOID 25831.596 374.370 16.4700 0.0160 1.31
OBS: 57172.40985 PS1-i VOID 25772.063 373.514 16.4720 0.0160 1.23
OBS: 57172.42336 PS1-i VOID 25370.939 367.712 16.4890 0.0160 1.20
OBS: 57173.37026 PS1-i VOID 24438.146 361.225 16.5300 0.0160 1.87
OBS: 57173.38362 PS1-i VOID 24745.465 367.884 16.5160 0.0160 2.07
OBS: 57173.39701 PS1-i VOID 24853.815 369.978 16.5120 0.0160 2.25
OBS: 57173.41038 PS1-i VOID 24397.281 365.634 16.5320 0.0160 2.21
OBS: 57173.41213 PS1-i VOID 25333.561 397.405 16.4910 0.0170 2.05
OBS: 57173.42632 PS1-i VOID 25199.148 421.696 16.4970 0.0180 2.85
OBS: 57204.37417 PS1-i VOID 17155.679 259.017 16.9140 0.0160 1.54
OBS: 57204.38810 PS1-i VOID 17002.456 257.035 16.9240 0.0160 1.58
OBS: 57204.40201 PS1-i VOID 16660.301 253.574 16.9460 0.0170 1.56
OBS: 57204.41598 PS1-i VOID 16925.978 256.903 16.9290 0.0160 1.54
OBS: 57205.36847 PS1-i VOID 16215.528 247.305 16.9750 0.0170 1.59
OBS: 57205.38241 PS1-i VOID 16115.684 248.106 16.9820 0.0170 1.59
OBS: 57205.39634 PS1-i VOID 15807.877 242.183 17.0030 0.0170 1.61
OBS: 57205.41026 PS1-i VOID 15639.491 241.407 17.0140 0.0170 1.66
OBS: 57164.37220 PS1-z VOID 22956.637 423.854 16.5980 0.0200 1.74
OBS: 57168.45070 PS1-z VOID 25931.236 431.641 16.4650 0.0180 1.13
OBS: 57172.42628 PS1-z VOID 27677.542 464.647 16.3950 0.0180 1.13
OBS: 57183.46460 PS1-z VOID 18011.357 416.801 16.8610 0.0250 2.94
OBS: 57191.44784 PS1-z VOID 17594.488 330.009 16.8870 0.0200 1.24
OBS: 57199.27637 PS1-z VOID 18827.747 357.382 16.8130 0.0210 1.46
OBS: 57467.53627 PS1-z VOID 201.919 178.117 21.7370 0.9530 1.69
OBS: 57476.51139 PS1-z VOID -269.563 244.302 -99 0.9790 2.53
OBS: 57499.51016 PS1-z VOID 68.281 181.888 22.9140 2.8770 1.66
OBS: 57150.61448 PS1-z VOID 1.102 226.049 27.3950 221.5360 2.23
END:
