SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15ti
RA: 46.2857728
DEC: 37.8999858
MWEBV: 0.129 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.01732 +- 0.00005
REDSHIFT_CMB: 0.01672 +- 0.00005
VPEC: 233.881
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57364.30121
HOSTGAL_LOGMASS: 8.722 +- 0.001
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 29
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57360.35333 PS1-g VOID 33076.576 526.242 16.2010 0.0170 2.92
OBS: 57360.35585 PS1-g VOID 32525.545 506.627 16.2190 0.0170 2.49
OBS: 57364.30081 PS1-g VOID 37851.241 578.079 16.0550 0.0170 1.95
OBS: 57369.40409 PS1-g VOID 32798.246 510.001 16.2100 0.0170 2.01
OBS: 57384.25285 PS1-g VOID 8587.638 188.832 17.6650 0.0240 2.45
OBS: 57394.22444 PS1-g VOID 4187.883 125.734 18.4450 0.0320 2.23
OBS: 57408.34223 PS1-g VOID 2783.932 233.672 18.8880 0.0910 2.53
OBS: 57360.35373 PS1-r VOID 35281.716 534.297 16.1310 0.0160 1.73
OBS: 57364.30121 PS1-r VOID 40217.614 593.728 15.9890 0.0160 1.65
OBS: 57369.40449 PS1-r VOID 36170.949 541.533 16.1040 0.0160 1.78
OBS: 57384.25325 PS1-r VOID 18656.261 302.041 16.8230 0.0180 2.17
OBS: 57394.22484 PS1-r VOID 10030.667 187.694 17.4970 0.0200 1.94
OBS: 57396.26310 PS1-r VOID 9249.561 168.178 17.5850 0.0200 1.55
OBS: 57408.34265 PS1-r VOID 5562.151 195.171 18.1370 0.0380 2.30
OBS: 57374.31037 PS1-r VOID 25187.323 376.920 16.4970 0.0160 4.78
OBS: 57360.35409 PS1-i VOID 28957.785 450.176 16.3460 0.0170 1.74
OBS: 57364.30157 PS1-i VOID 26062.095 403.219 16.4600 0.0170 1.45
OBS: 57369.40486 PS1-i VOID 21315.766 344.586 16.6780 0.0180 1.67
OBS: 57384.25362 PS1-i VOID 14899.963 257.101 17.0670 0.0190 1.89
OBS: 57394.22521 PS1-i VOID 10144.210 192.112 17.4840 0.0210 1.82
OBS: 57396.26347 PS1-i VOID 9024.212 170.411 17.6110 0.0200 1.46
OBS: 57408.34301 PS1-i VOID 4302.538 471.067 18.4160 0.1180 2.42
OBS: 57360.35446 PS1-z VOID 25127.140 430.772 16.5000 0.0190 1.55
OBS: 57364.30193 PS1-z VOID 25000.322 411.933 16.5050 0.0180 1.38
OBS: 57369.40522 PS1-z VOID 21398.961 372.167 16.6740 0.0190 1.47
OBS: 57384.25399 PS1-z VOID 18088.385 329.341 16.8570 0.0200 1.80
OBS: 57394.22557 PS1-z VOID 12033.741 248.261 17.2990 0.0220 1.65
OBS: 57396.26385 PS1-z VOID 9316.091 224.285 17.5770 0.0260 1.54
OBS: 57408.34336 PS1-z VOID 4856.347 813.261 18.2840 0.1810 2.32
END:
