SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16n
RA: 75.9332681
DEC: 3.4125103
MWEBV: 0.066 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.05273 +- 0.00002
REDSHIFT_CMB: 0.05267 +- 0.00002
VPEC: -152.207
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57387.45469
HOSTGAL_LOGMASS: 10.390 +- 0.038
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 36
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57399.32771 PS1-g VOID 6044.957 150.182 18.0470 0.0270 2.13
OBS: 57403.31487 PS1-g VOID 4722.024 131.220 18.3150 0.0300 1.74
OBS: 57410.22233 PS1-g VOID 2768.704 255.051 18.8940 0.1000 2.33
OBS: 57415.31496 PS1-g VOID 1452.817 103.597 19.5940 0.0770 2.11
OBS: 57422.35702 PS1-g VOID 1064.530 99.569 19.9320 0.1010 2.03
OBS: 57429.26040 PS1-g VOID 565.275 68.902 20.6190 0.1320 2.00
OBS: 57439.23699 PS1-g VOID 930.877 167.807 20.0780 0.1950 2.23
OBS: 57399.32810 PS1-r VOID 6400.239 143.155 17.9850 0.0240 1.98
OBS: 57403.31526 PS1-r VOID 5391.895 128.351 18.1710 0.0260 1.73
OBS: 57410.22274 PS1-r VOID 3830.530 184.858 18.5420 0.0520 2.08
OBS: 57415.31535 PS1-r VOID 3392.174 102.737 18.6740 0.0330 1.61
OBS: 57422.35743 PS1-r VOID 2528.864 107.429 18.9930 0.0460 1.84
OBS: 57429.26080 PS1-r VOID 1622.396 79.593 19.4750 0.0530 1.99
OBS: 57439.23737 PS1-r VOID 1490.883 118.796 19.5660 0.0860 1.91
OBS: 57388.39297 PS1-r VOID 6288.245 105.487 18.0040 0.0180 1.53
OBS: 57388.40355 PS1-r VOID 6214.308 104.041 18.0170 0.0180 1.67
OBS: 57388.41429 PS1-r VOID 6372.629 107.761 17.9890 0.0180 1.76
OBS: 57388.42498 PS1-r VOID 6365.184 109.074 17.9900 0.0190 1.87
OBS: 57399.32846 PS1-i VOID 3723.321 119.854 18.5730 0.0350 1.89
OBS: 57403.31562 PS1-i VOID 2449.092 101.756 19.0270 0.0450 1.63
OBS: 57410.22309 PS1-i VOID 2357.393 157.721 19.0690 0.0720 1.91
OBS: 57415.31571 PS1-i VOID 2613.421 108.995 18.9570 0.0450 1.52
OBS: 57422.35779 PS1-i VOID 2947.433 119.880 18.8260 0.0440 1.98
OBS: 57429.26116 PS1-i VOID 1766.933 90.226 19.3820 0.0550 1.58
OBS: 57439.23774 PS1-i VOID 1076.466 118.029 19.9200 0.1180 1.91
OBS: 57412.34584 PS1-i VOID 2500.880 100.651 19.0050 0.0430 2.19
OBS: 57412.35651 PS1-i VOID 2526.098 94.384 18.9940 0.0400 2.11
OBS: 57412.36711 PS1-i VOID 2260.674 83.790 19.1140 0.0400 2.06
OBS: 57412.37774 PS1-i VOID 2444.784 93.066 19.0290 0.0410 2.34
OBS: 57399.32883 PS1-z VOID 2736.849 159.410 18.9070 0.0630 1.89
OBS: 57403.31599 PS1-z VOID 2418.960 129.538 19.0410 0.0580 1.52
OBS: 57410.22345 PS1-z VOID 2264.325 188.202 19.1130 0.0900 1.76
OBS: 57415.31608 PS1-z VOID 2318.350 176.811 19.0870 0.0820 1.79
OBS: 57422.35814 PS1-z VOID 2611.614 162.513 18.9580 0.0670 1.77
OBS: 57429.26154 PS1-z VOID 1396.263 131.556 19.6380 0.1020 1.81
OBS: 57439.23810 PS1-z VOID 1035.746 171.846 19.9620 0.1790 1.99
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1013
SPECTRUM_MJD:  57396.00
SPEC:   3648.35   3653.85 3.18602e-16 2.00481e-17 1
SPEC:   3653.85   3659.35 3.33350e-16 1.98657e-17 1
SPEC:   3659.35   3664.85 3.08470e-16 1.96588e-17 1
SPEC:   3664.85   3670.35 3.71788e-16 1.94276e-17 1
SPEC:   3670.45   3675.95 3.40635e-16 1.91723e-17 1
SPEC:   3675.95   3681.45 3.47369e-16 1.88937e-17 1
SPEC:   3681.45   3686.95 3.59840e-16 1.85933e-17 1
SPEC:   3686.95   3692.45 4.11973e-16 1.82729e-17 1
SPEC:   3692.45   3697.95 4.18941e-16 1.79348e-17 1
SPEC:   3698.05   3703.55 4.29777e-16 1.75819e-17 1
SPEC:   3703.55   3709.05 3.99045e-16 1.72175e-17 1
SPEC:   3709.05   3714.55 4.28273e-16 1.68455e-17 1
SPEC:   3714.55   3720.05 4.56920e-16 1.64699e-17 1
SPEC:   3720.05   3725.55 4.82000e-16 1.60952e-17 1
SPEC:   3725.55   3731.05 4.67142e-16 1.57257e-17 1
SPEC:   3731.05   3736.55 4.81784e-16 1.53660e-17 1
SPEC:   3736.65   3742.15 5.05606e-16 1.50203e-17 1
SPEC:   3742.15   3747.65 4.90475e-16 1.46927e-17 1
SPEC:   3747.65   3753.15 4.94040e-16 1.43867e-17 1
SPEC:   3753.15   3758.65 4.80670e-16 1.41054e-17 1
SPEC:   3758.65   3764.15 4.98869e-16 1.38510e-17 1
SPEC:   3764.25   3769.75 4.76810e-16 1.36252e-17 1
SPEC:   3769.75   3775.25 4.83965e-16 1.34287e-17 1
SPEC:   3775.25   3780.75 4.81859e-16 1.32615e-17 1
SPEC:   3780.75   3786.25 5.05850e-16 1.31228e-17 1
SPEC:   3786.25   3791.75 4.66267e-16 1.30109e-17 1
SPEC:   3791.85   3797.35 4.52272e-16 1.29236e-17 1
SPEC:   3797.35   3802.85 4.30366e-16 1.28580e-17 1
SPEC:   3802.85   3808.35 4.14965e-16 1.28106e-17 1
SPEC:   3808.35   3813.85 4.27449e-16 1.27776e-17 1
SPEC:   3813.85   3819.35 4.32320e-16 1.27551e-17 1
SPEC:   3819.35   3824.85 4.14243e-16 1.27387e-17 1
SPEC:   3824.95   3830.45 4.06793e-16 1.27243e-17 1
SPEC:   3830.45   3835.95 4.03848e-16 1.27080e-17 1
SPEC:   3835.95   3841.45 4.08285e-16 1.26859e-17 1
SPEC:   3841.45   3846.95 3.98031e-16 1.26545e-17 1
SPEC:   3846.95   3852.45 3.37028e-16 1.26109e-17 1
SPEC:   3852.45   3857.95 3.35140e-16 1.25524e-17 1
SPEC:   3858.05   3863.55 3.37749e-16 1.24771e-17 1
SPEC:   3863.55   3869.05 3.24918e-16 1.23836e-17 1
SPEC:   3869.05   3874.55 3.08244e-16 1.22709e-17 1
SPEC:   3874.55   3880.05 3.21293e-16 1.21390e-17 1
SPEC:   3880.05   3885.55 2.83025e-16 1.19880e-17 1
SPEC:   3885.55   3891.05 2.70261e-16 1.18190e-17 1
SPEC:   3891.15   3896.65 2.24460e-16 1.16332e-17 1
SPEC:   3896.65   3902.15 2.40195e-16 1.14326e-17 1
SPEC:   3902.15   3907.65 2.28396e-16 1.12193e-17 1
SPEC:   3907.65   3913.15 2.00999e-16 1.09959e-17 1
SPEC:   3913.15   3918.65 1.83240e-16 1.07654e-17 1
SPEC:   3918.75   3924.25 1.79782e-16 1.05306e-17 1
SPEC:   3924.25   3929.75 1.79046e-16 1.02949e-17 1
SPEC:   3929.75   3935.25 1.73737e-16 1.00612e-17 1
SPEC:   3935.25   3940.75 1.70774e-16 9.83281e-18 1
SPEC:   3940.75   3946.25 1.94362e-16 9.61269e-18 1
SPEC:   3946.35   3951.85 1.79044e-16 9.40366e-18 1
