SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15coh
RA: 33.9934946
DEC: 12.2371553
MWEBV: 0.118 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.01884 +- 0.00007
REDSHIFT_CMB: 0.01797 +- 0.00007
VPEC: -126.827
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57332.30526
HOSTGAL_LOGMASS: 8.630 +- 0.002
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 36
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57327.47491 PS1-g VOID 59483.374 893.448 15.5640 0.0160 1.61
OBS: 57332.30485 PS1-g VOID 57808.678 863.310 15.5950 0.0160 2.32
OBS: 57344.38261 PS1-g VOID 30849.776 486.881 16.2770 0.0170 1.97
OBS: 57354.30777 PS1-g VOID 15812.428 418.324 17.0030 0.0290 2.02
OBS: 57359.25771 PS1-g VOID 11982.469 220.126 17.3040 0.0200 1.96
OBS: 57366.25480 PS1-g VOID 7496.234 210.975 17.8130 0.0300 2.98
OBS: 57368.44470 PS1-g VOID 6606.298 189.047 17.9500 0.0310 2.90
OBS: 57327.47530 PS1-r VOID 55212.557 804.173 15.6450 0.0160 1.63
OBS: 57332.30526 PS1-r VOID 61670.322 896.549 15.5250 0.0160 1.90
OBS: 57344.38299 PS1-r VOID 34245.624 518.662 16.1630 0.0160 1.94
OBS: 57354.30816 PS1-r VOID 27559.076 502.889 16.3990 0.0200 1.72
OBS: 57359.25812 PS1-r VOID 27120.115 416.972 16.4170 0.0170 1.95
OBS: 57366.25520 PS1-r VOID 19317.740 327.561 16.7850 0.0180 2.76
OBS: 57368.44513 PS1-r VOID 17308.853 302.195 16.9040 0.0190 2.85
OBS: 57317.35719 PS1-r VOID 22211.278 330.081 16.6340 0.0160 1.70
OBS: 57317.36944 PS1-r VOID 22350.702 334.106 16.6270 0.0160 1.85
OBS: 57317.38169 PS1-r VOID 22219.790 328.836 16.6330 0.0160 1.73
OBS: 57317.39418 PS1-r VOID 22432.882 333.498 16.6230 0.0160 1.83
OBS: 57344.29425 PS1-r VOID 35076.493 498.557 16.1370 0.0150 1.61
OBS: 57344.30457 PS1-r VOID 34928.893 497.970 16.1420 0.0150 1.57
OBS: 57344.31489 PS1-r VOID 34207.338 507.731 16.1650 0.0160 1.68
OBS: 57344.32528 PS1-r VOID 34782.668 495.218 16.1470 0.0150 1.65
OBS: 57327.47567 PS1-i VOID 36730.159 551.596 16.0870 0.0160 1.64
OBS: 57332.30560 PS1-i VOID 34357.425 537.252 16.1600 0.0170 2.17
OBS: 57344.38336 PS1-i VOID 18075.627 304.619 16.8570 0.0180 1.63
OBS: 57354.30853 PS1-i VOID 20685.850 435.874 16.7110 0.0230 1.69
OBS: 57359.25847 PS1-i VOID 22965.866 372.243 16.5970 0.0180 1.86
OBS: 57366.25556 PS1-i VOID 18229.987 319.813 16.8480 0.0190 2.25
OBS: 57368.44548 PS1-i VOID 16745.942 297.011 16.9400 0.0190 2.40
OBS: 57344.38373 PS1-z VOID 23811.079 408.939 16.5580 0.0190 1.55
OBS: 57354.30889 PS1-z VOID 24871.424 558.762 16.5110 0.0240 1.66
OBS: 57359.25884 PS1-z VOID 24104.809 421.226 16.5450 0.0190 1.85
OBS: 57366.25592 PS1-z VOID 19619.061 568.830 16.7680 0.0310 4.81
OBS: 57368.44583 PS1-z VOID 17142.872 349.634 16.9150 0.0220 2.34
OBS: 57304.64240 PS1-z VOID 25.189 129.978 23.9970 5.5730 1.87
OBS: 57387.21059 PS1-z VOID 6915.462 148.625 17.9000 0.0230 1.49
END:
