SURVEY: FOUNDATION
SNTYPE: 1
SNID: PSNJ2352371
RA: 358.1547604
DEC: 14.5524890
MWEBV: 0.036 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.02648 +- 0.00001
REDSHIFT_CMB: 0.02527 +- 0.00001
VPEC: -220.314
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57284.50804
HOSTGAL_LOGMASS: 10.851 +- 0.005
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 30
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57284.50804 PS1-g VOID 20184.723 339.705 16.7370 0.0180 2.22
OBS: 57289.56988 PS1-g VOID 18163.117 310.886 16.8520 0.0190 2.80
OBS: 57298.46464 PS1-g VOID 7276.232 170.220 17.8450 0.0250 1.93
OBS: 57305.33121 PS1-g VOID 3674.395 123.822 18.5870 0.0360 2.56
OBS: 57308.30739 PS1-g VOID 2687.165 106.678 18.9270 0.0430 1.69
OBS: 57314.26896 PS1-g VOID 1804.293 118.321 19.3590 0.0710 2.39
OBS: 57324.25744 PS1-g VOID 1212.595 192.738 19.7910 0.1720 2.56
OBS: 57284.50843 PS1-r VOID 19115.157 312.084 16.7970 0.0180 1.86
OBS: 57289.57030 PS1-r VOID 19270.671 322.264 16.7880 0.0180 2.92
OBS: 57298.46504 PS1-r VOID 12839.932 227.782 17.2290 0.0190 1.69
OBS: 57305.33160 PS1-r VOID 8348.460 169.491 17.6960 0.0220 2.21
OBS: 57308.30778 PS1-r VOID 6620.675 143.377 17.9480 0.0230 1.63
OBS: 57314.26936 PS1-r VOID 4243.994 122.872 18.4310 0.0310 2.03
OBS: 57324.25784 PS1-r VOID 3097.517 152.866 18.7720 0.0530 2.28
OBS: 57284.50879 PS1-i VOID 14098.742 249.456 17.1270 0.0190 1.82
OBS: 57289.57064 PS1-i VOID 12084.256 234.176 17.2940 0.0210 2.52
OBS: 57298.46539 PS1-i VOID 9072.648 183.685 17.6060 0.0220 1.66
OBS: 57305.33196 PS1-i VOID 8335.258 177.862 17.6980 0.0230 2.15
OBS: 57308.30814 PS1-i VOID 6895.581 153.020 17.9040 0.0240 1.48
OBS: 57314.26971 PS1-i VOID 4133.985 132.507 18.4590 0.0350 1.97
OBS: 57324.25820 PS1-i VOID 2731.330 144.143 18.9090 0.0570 1.98
OBS: 57351.30273 PS1-i VOID 1032.111 138.002 19.9660 0.1440 1.82
OBS: 57289.57099 PS1-z VOID 10935.691 275.356 17.4030 0.0270 2.31
OBS: 57298.46576 PS1-z VOID 10048.423 210.945 17.4950 0.0230 1.65
OBS: 57305.33233 PS1-z VOID 8379.515 224.762 17.6920 0.0290 2.10
OBS: 57308.30852 PS1-z VOID 7109.153 190.072 17.8700 0.0290 1.44
OBS: 57314.27007 PS1-z VOID 4859.944 199.927 18.2830 0.0440 2.04
OBS: 57324.25856 PS1-z VOID 2200.994 176.817 19.1430 0.0870 1.73
OBS: 57262.63053 PS1-z VOID -48.342 75.669 -99 1.6910 1.41
OBS: 57274.61561 PS1-z VOID 2728.955 106.861 18.9100 0.0420 1.52
END:
