SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2016bln
RA: 203.6895125
DEC: 13.8539477
MWEBV: 0.025 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.02330 +- 0.00003
REDSHIFT_CMB: 0.02424 +- 0.00003
VPEC: 188.496
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57502.37288
HOSTGAL_LOGMASS: 11.024 +- 0.209
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 37
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57487.37710 PS1-g VOID 14096.950 250.950 17.1270 0.0190 1.96
OBS: 57492.38632 PS1-g VOID 34771.943 532.007 16.1470 0.0170 2.20
OBS: 57502.37250 PS1-g VOID 41545.716 657.869 15.9540 0.0170 2.52
OBS: 57509.36162 PS1-g VOID 32163.650 494.793 16.2320 0.0170 2.00
OBS: 57514.34642 PS1-g VOID 24618.235 391.060 16.5220 0.0170 2.20
OBS: 57514.35025 PS1-g VOID 22962.003 357.831 16.5970 0.0170 1.61
OBS: 57523.31170 PS1-g VOID 12882.944 243.275 17.2250 0.0200 1.89
OBS: 57531.27046 PS1-g VOID 6781.453 217.423 17.9220 0.0350 2.88
OBS: 57487.37774 PS1-r VOID 13154.411 228.918 17.2020 0.0190 1.85
OBS: 57492.38671 PS1-r VOID 30647.678 460.122 16.2840 0.0160 1.85
OBS: 57502.37288 PS1-r VOID 41885.668 629.362 15.9450 0.0160 2.08
OBS: 57509.36200 PS1-r VOID 31095.435 469.979 16.2680 0.0160 1.82
OBS: 57514.34680 PS1-r VOID 23493.710 408.942 16.5730 0.0190 2.10
OBS: 57514.35062 PS1-r VOID 21995.138 337.342 16.6440 0.0170 1.56
OBS: 57523.31208 PS1-r VOID 21079.676 338.880 16.6900 0.0170 1.93
OBS: 57531.27085 PS1-r VOID 16420.600 297.653 16.9620 0.0200 2.81
OBS: 57490.36936 PS1-r VOID 24972.084 360.362 16.5060 0.0160 2.41
OBS: 57490.38172 PS1-r VOID 25107.802 360.454 16.5000 0.0160 2.26
OBS: 57490.40663 PS1-r VOID 24128.519 347.446 16.5440 0.0160 2.84
OBS: 57490.39410 PS1-r VOID 25033.744 360.341 16.5040 0.0160 2.13
OBS: 57487.37810 PS1-i VOID 10720.143 202.159 17.4240 0.0200 1.67
OBS: 57492.38708 PS1-i VOID 23512.269 371.417 16.5720 0.0170 2.22
OBS: 57502.37325 PS1-i VOID 22644.669 372.709 16.6130 0.0180 2.06
OBS: 57509.36237 PS1-i VOID 15834.147 267.592 17.0010 0.0180 1.88
OBS: 57514.34716 PS1-i VOID 11542.979 212.350 17.3440 0.0200 2.90
OBS: 57514.35099 PS1-i VOID 11065.953 197.111 17.3900 0.0190 1.55
OBS: 57523.31244 PS1-i VOID 14677.535 256.883 17.0830 0.0190 1.63
OBS: 57531.27121 PS1-i VOID 14911.203 280.068 17.0660 0.0200 2.45
OBS: 57530.40697 PS1-i VOID 14962.193 260.858 17.0630 0.0190 4.17
OBS: 57487.37847 PS1-z VOID 9653.042 223.975 17.5380 0.0250 1.49
OBS: 57492.38745 PS1-z VOID 19959.644 351.353 16.7500 0.0190 1.94
OBS: 57502.37361 PS1-z VOID 23014.123 408.759 16.5950 0.0190 1.79
OBS: 57509.36274 PS1-z VOID 17071.592 319.464 16.9190 0.0200 1.85
OBS: 57514.34753 PS1-z VOID 14783.439 347.350 17.0760 0.0250 1.88
OBS: 57514.35136 PS1-z VOID 14392.776 270.182 17.1050 0.0200 1.61
OBS: 57523.31281 PS1-z VOID 17291.313 327.986 16.9050 0.0210 1.72
OBS: 57531.27156 PS1-z VOID 15670.315 335.671 17.0120 0.0230 2.34
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2901
SPECTRUM_MJD:  57514.00
SPEC:   4164.50   4165.50 6.70686e-16 5.23096e-17 1
SPEC:   4165.50   4166.50 6.27824e-16 5.22947e-17 1
SPEC:   4166.50   4167.50 6.56310e-16 5.23271e-17 1
SPEC:   4167.50   4168.50 6.76210e-16 5.23608e-17 1
SPEC:   4168.50   4169.50 6.65870e-16 5.23303e-17 1
SPEC:   4169.50   4170.50 7.15244e-16 5.22016e-17 1
SPEC:   4170.50   4171.50 6.24887e-16 5.21701e-17 1
SPEC:   4171.50   4172.50 6.30871e-16 5.21973e-17 1
SPEC:   4172.50   4173.50 6.81630e-16 5.21419e-17 1
SPEC:   4173.50   4174.50 6.90061e-16 5.20483e-17 1
SPEC:   4174.50   4175.50 6.49435e-16 5.20676e-17 1
SPEC:   4175.50   4176.50 6.30554e-16 5.20822e-17 1
SPEC:   4176.50   4177.50 6.83324e-16 5.20646e-17 1
SPEC:   4177.50   4178.50 5.99217e-16 5.20477e-17 1
SPEC:   4178.50   4179.50 7.72718e-16 5.20650e-17 1
SPEC:   4179.50   4180.50 6.27020e-16 5.20579e-17 1
SPEC:   4180.50   4181.50 5.87669e-16 5.20074e-17 1
SPEC:   4181.50   4182.50 5.95471e-16 5.19678e-17 1
SPEC:   4182.50   4183.50 5.77128e-16 5.19722e-17 1
SPEC:   4183.50   4184.50 7.03801e-16 5.19696e-17 1
SPEC:   4184.50   4185.50 6.77271e-16 5.19307e-17 1
SPEC:   4185.50   4186.50 6.02402e-16 5.19836e-17 1
SPEC:   4186.50   4187.50 5.80605e-16 5.20090e-17 1
SPEC:   4187.50   4188.50 5.77547e-16 5.19592e-17 1
SPEC:   4188.50   4189.50 6.76780e-16 5.19185e-17 1
SPEC:   4189.50   4190.50 6.51950e-16 5.18722e-17 1
SPEC:   4190.50   4191.50 5.71898e-16 5.18687e-17 1
SPEC:   4191.50   4192.50 6.69424e-16 5.18855e-17 1
SPEC:   4192.50   4193.50 5.81758e-16 5.19031e-17 1
SPEC:   4193.50   4194.50 5.51652e-16 5.18984e-17 1
SPEC:   4194.50   4195.50 6.50417e-16 5.18176e-17 1
SPEC:   4195.50   4196.50 5.28015e-16 5.17518e-17 1
SPEC:   4196.50   4197.50 4.95269e-16 5.17623e-17 1
SPEC:   4197.50   4198.50 5.96755e-16 5.18009e-17 1
SPEC:   4198.50   4199.50 5.95493e-16 5.17594e-17 1
SPEC:   4199.50   4200.50 6.07234e-16 5.16466e-17 1
SPEC:   4200.50   4201.50 5.22275e-16 5.16661e-17 1
SPEC:   4201.50   4202.50 6.00224e-16 5.16657e-17 1
SPEC:   4202.50   4203.50 5.73240e-16 5.16536e-17 1
SPEC:   4203.50   4204.50 4.88564e-16 5.16608e-17 1
SPEC:   4204.50   4205.50 5.59876e-16 5.16153e-17 1
SPEC:   4205.50   4206.50 6.02040e-16 5.16652e-17 1
SPEC:   4206.50   4207.50 5.79559e-16 5.16898e-17 1
SPEC:   4207.50   4208.50 5.72427e-16 5.16664e-17 1
SPEC:   4208.50   4209.50 5.54610e-16 5.16096e-17 1
SPEC:   4209.50   4210.50 4.67607e-16 5.15425e-17 1
SPEC:   4210.50   4211.50 5.44259e-16 5.15473e-17 1
SPEC:   4211.50   4212.50 6.67263e-16 5.15548e-17 1
SPEC:   4212.50   4213.50 5.42735e-16 5.15577e-17 1
SPEC:   4213.50   4214.50 5.40265e-16 5.15480e-17 1
SPEC:   4214.50   4215.50 5.68789e-16 5.15123e-17 1
SPEC:   4215.50   4216.50 5.73333e-16 5.14900e-17 1
SPEC:   4216.50   4217.50 5.15506e-16 5.14653e-17 1
SPEC:   4217.50   4218.50 5.78119e-16 5.14417e-17 1
SPEC:   4218.50   4219.50 6.14957e-16 5.14266e-17 1
SPEC:   4219.50   4220.50 5.73993e-16 5.14163e-17 1
SPEC:   4220.50   4221.50 5.38980e-16 5.13790e-17 1
