SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017cfc
RA: 208.1624898
DEC: -2.0022174
MWEBV: 0.040 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.02403 +- 0.00016
REDSHIFT_CMB: 0.02497 +- 0.00017
VPEC: 6.413
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57839.50270
HOSTGAL_LOGMASS: 10.933 +- 0.000
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 34
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57816.56939 PS1-g VOID 353.243 110.830 21.1300 0.3390 1.98
OBS: 57831.59861 PS1-g VOID 24313.624 402.383 16.5350 0.0180 2.21
OBS: 57833.48861 PS1-g VOID 29216.164 442.707 16.3360 0.0160 1.65
OBS: 57839.50270 PS1-g VOID 32032.453 483.573 16.2360 0.0160 2.17
OBS: 57840.54343 PS1-g VOID 30770.158 483.739 16.2800 0.0170 2.54
OBS: 57847.50122 PS1-g VOID 21846.821 363.669 16.6520 0.0180 2.48
OBS: 57859.44940 PS1-g VOID 6501.861 175.391 17.9670 0.0290 1.78
OBS: 57870.40269 PS1-g VOID 3330.912 122.582 18.6940 0.0400 1.73
OBS: 57816.56978 PS1-r VOID -155.150 81.497 -99 0.5670 1.77
OBS: 57831.59901 PS1-r VOID 24136.193 390.415 16.5430 0.0180 2.36
OBS: 57833.48900 PS1-r VOID 27891.883 418.103 16.3860 0.0160 1.38
OBS: 57839.50310 PS1-r VOID 30984.410 463.297 16.2720 0.0160 1.75
OBS: 57840.54385 PS1-r VOID 31432.268 598.224 16.2570 0.0210 3.04
OBS: 57847.50162 PS1-r VOID 24016.353 375.568 16.5490 0.0170 2.26
OBS: 57859.44979 PS1-r VOID 15093.320 263.033 17.0530 0.0190 1.73
OBS: 57870.40309 PS1-r VOID 8772.669 173.956 17.6420 0.0210 1.51
OBS: 57887.39216 PS1-r VOID 4247.668 196.467 18.4300 0.0500 3.58
OBS: 57816.57014 PS1-i VOID -91.982 86.289 -99 1.0130 1.68
OBS: 57831.59936 PS1-i VOID 19884.433 334.098 16.7540 0.0180 2.11
OBS: 57833.48935 PS1-i VOID 22046.328 339.469 16.6420 0.0170 1.36
OBS: 57839.50345 PS1-i VOID 19400.845 316.828 16.7800 0.0180 1.89
OBS: 57840.54421 PS1-i VOID 18851.616 331.547 16.8120 0.0190 2.51
OBS: 57847.50206 PS1-i VOID 12467.700 230.474 17.2610 0.0200 2.30
OBS: 57859.45016 PS1-i VOID 12710.594 233.197 17.2400 0.0200 1.57
OBS: 57870.40345 PS1-i VOID 8214.551 176.286 17.7140 0.0230 1.47
OBS: 57887.39251 PS1-i VOID 3807.746 198.071 18.5480 0.0560 3.24
OBS: 57816.57049 PS1-z VOID -71.958 135.913 -99 2.0400 1.74
OBS: 57831.59971 PS1-z VOID 17108.653 333.162 16.9170 0.0210 1.86
OBS: 57839.50382 PS1-z VOID 18498.213 332.348 16.8320 0.0190 1.77
OBS: 57840.54458 PS1-z VOID 18371.478 667.495 16.8400 0.0390 2.93
OBS: 57847.50242 PS1-z VOID 13753.586 280.063 17.1540 0.0220 2.04
OBS: 57859.45052 PS1-z VOID 13309.190 269.316 17.1900 0.0220 1.41
OBS: 57870.40382 PS1-z VOID 8509.954 217.144 17.6750 0.0280 1.38
OBS: 57887.39288 PS1-z VOID 3227.669 267.480 18.7280 0.0900 2.99
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1023
SPECTRUM_MJD:  57838.00
SPEC: 3639.65 3645.15 1.80532e-15 1.13518e-16 0
SPEC: 3645.15 3650.65 1.85043e-15 1.11189e-16 0
SPEC: 3650.65 3656.15 1.97996e-15 1.08722e-16 0
SPEC: 3656.15 3661.65 1.33153e-15 1.06129e-16 0
SPEC: 3661.75 3667.25 1.41363e-15 1.03426e-16 0
SPEC: 3667.25 3672.75 1.40736e-15 1.00632e-16 0
SPEC: 3672.75 3678.25 1.43787e-15 9.77642e-17 0
SPEC: 3678.35 3683.85 1.41539e-15 9.48444e-17 0
SPEC: 3683.85 3689.35 1.31329e-15 9.18937e-17 0
SPEC: 3689.35 3694.85 1.37519e-15 8.89342e-17 0
SPEC: 3694.85 3700.35 1.21025e-15 8.59879e-17 0
SPEC: 3700.35 3705.85 1.35780e-15 8.30760e-17 1
SPEC: 3705.95 3711.45 1.27092e-15 8.02184e-17 1
SPEC: 3711.45 3716.95 1.30718e-15 7.74333e-17 1
SPEC: 3716.95 3722.45 1.31736e-15 7.47365e-17 1
SPEC: 3722.45 3727.95 1.44095e-15 7.21410e-17 1
SPEC: 3728.05 3733.55 1.42798e-15 6.96570e-17 1
SPEC: 3733.55 3739.05 1.40832e-15 6.72911e-17 1
SPEC: 3739.05 3744.55 1.48277e-15 6.50472e-17 1
SPEC: 3744.55 3750.05 1.45380e-15 6.29258e-17 1
SPEC: 3750.15 3755.65 1.42397e-15 6.09249e-17 1
SPEC: 3755.65 3761.15 1.51883e-15 5.90405e-17 1
SPEC: 3761.15 3766.65 1.48541e-15 5.72664e-17 1
SPEC: 3766.65 3772.15 1.39534e-15 5.55957e-17 1
SPEC: 3772.15 3777.65 1.27460e-15 5.40210e-17 1
SPEC: 3777.75 3783.25 1.20782e-15 5.25346e-17 1
SPEC: 3783.25 3788.75 1.18941e-15 5.11300e-17 1
SPEC: 3788.75 3794.25 1.05594e-15 4.98013e-17 1
SPEC: 3794.35 3799.85 1.03602e-15 4.85442e-17 1
SPEC: 3799.85 3805.35 8.60551e-16 4.73557e-17 1
SPEC: 3805.35 3810.85 8.40225e-16 4.62346e-17 1
SPEC: 3810.85 3816.35 8.86446e-16 4.51813e-17 1
SPEC: 3816.45 3821.95 8.84399e-16 4.41973e-17 1
SPEC: 3821.95 3827.45 9.17762e-16 4.32856e-17 1
SPEC: 3827.45 3832.95 8.88240e-16 4.24497e-17 1
SPEC: 3832.95 3838.45 8.66666e-16 4.16935e-17 1
SPEC: 3838.45 3843.95 9.05981e-16 4.10211e-17 1
SPEC: 3844.05 3849.55 9.07098e-16 4.04362e-17 1
SPEC: 3849.55 3855.05 8.36223e-16 3.99417e-17 1
SPEC: 3855.05 3860.55 8.82385e-16 3.95397e-17 1
SPEC: 3860.55 3866.05 7.90980e-16 3.92310e-17 1
SPEC: 3866.15 3871.65 8.25360e-16 3.90150e-17 1
SPEC: 3871.65 3877.15 7.99122e-16 3.88898e-17 1
SPEC: 3877.15 3882.65 8.00129e-16 3.88519e-17 1
SPEC: 3882.65 3888.15 7.68771e-16 3.88965e-17 1
SPEC: 3888.25 3893.75 7.66385e-16 3.90175e-17 1
SPEC: 3893.75 3899.25 7.29112e-16 3.92080e-17 1
SPEC: 3899.25 3904.75 7.12130e-16 3.94599e-17 1
SPEC: 3904.75 3910.25 8.18793e-16 3.97648e-17 1
SPEC: 3910.35 3915.85 7.66206e-16 4.01138e-17 1
SPEC: 3915.85 3921.35 8.26786e-16 4.04980e-17 1
SPEC: 3921.35 3926.85 8.43172e-16 4.09088e-17 1
SPEC: 3926.85 3932.35 8.95568e-16 4.13378e-17 1
