SURVEY: CFA1
SNID: 1994s
IAUC: UNKNOWN
RA: 187.8410800
DEC: 29.1345000
MWEBV: 0.018 # MW E(B-V)
REDSHIFT_HELIO: 0.01518 +- 0.00100
REDSHIFT_CMB: 0.01611 +- 0.00106
VPEC: 128.640
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 49518.118
FILTERS: UBVRI

#==============================
NOBS: 37
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 49513.200 Bessell-B/B VOID 100925.2579 4647.6624
OBS: 49514.300 Bessell-B/B VOID 101859.1133 2814.4638
OBS: 49515.200 Bessell-B/B VOID 113762.6944 3143.3536
OBS: 49517.200 Bessell-B/B VOID 114815.3297 6344.7419
OBS: 49519.200 Bessell-B/B VOID 114815.3297 4229.8649
OBS: 49529.200 Bessell-B/B VOID 69183.0774 2548.7629
OBS: 49541.200 Bessell-B/B VOID 20323.5642 561.7006
OBS: 49545.200 Bessell-B/B VOID 14060.4713 388.7155
OBS: 49513.200 Bessell-I/I VOID 83946.0314 3865.7147
OBS: 49514.300 Bessell-I/I VOID 92044.9936 2543.2031
OBS: 49515.200 Bessell-I/I VOID 83176.4096 2298.1642
OBS: 49517.200 Bessell-I/I VOID 85506.7048 4725.1006
OBS: 49519.200 Bessell-I/I VOID 77268.0892 2846.5564
OBS: 49529.200 Bessell-I/I VOID 44874.5562 1653.1787
OBS: 49536.100 Bessell-I/I VOID 44463.1449 2457.0334
OBS: 49541.200 Bessell-I/I VOID 46989.4301 1298.3179
OBS: 49545.200 Bessell-I/I VOID 54450.2871 1504.4614
OBS: 49513.200 Bessell-R/R VOID 100925.3148 7088.9512
OBS: 49514.300 Bessell-R/R VOID 106659.6371 6110.4654
OBS: 49515.200 Bessell-R/R VOID 103752.8661 6072.1385
OBS: 49517.200 Bessell-R/R VOID 116949.9634 8391.5944
OBS: 49519.200 Bessell-R/R VOID 118032.0896 6896.4250
OBS: 49536.100 Bessell-R/R VOID 44463.1374 5889.8179
OBS: 49541.200 Bessell-R/R VOID 50582.4786 5532.2881
OBS: 49545.200 Bessell-R/R VOID 48305.8922 5516.7332
OBS: 49513.200 Bessell-V/V VOID 96382.8873 4438.4613
OBS: 49514.300 Bessell-V/V VOID 103752.8254 2866.7400
OBS: 49515.200 Bessell-V/V VOID 106659.5965 2947.0553
OBS: 49517.200 Bessell-V/V VOID 115877.7202 6403.4279
OBS: 49519.200 Bessell-V/V VOID 114815.3453 4229.8364
