SURVEY: SNLS
SNID: 05D1dx
IAUC: UNKNOWN
RA: 36.9457910
DEC: -4.0324900
MWEBV: 0.023 # MW E(B-V)
REDSHIFT_HELIO: 0.58000 +- 0.00100
REDSHIFT_CMB: 0.57921 +- 0.00100
VPEC: 136.706
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53666.551
FILTERS: griz

#==============================
NOBS: 98
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53622.520 SNLS-g VOID -0.3724 1.2867
OBS: 53624.540 SNLS-g VOID 0.4201 0.7875
OBS: 53642.480 SNLS-g VOID 1.8569 1.0141
OBS: 53648.470 SNLS-g VOID 7.8188 0.8593
OBS: 53651.460 SNLS-g VOID 16.5408 0.8428
OBS: 53655.540 SNLS-g VOID 23.2020 1.5740
OBS: 53670.360 SNLS-g VOID 19.2456 0.7166
OBS: 53675.450 SNLS-g VOID 13.3985 0.7972
OBS: 53678.390 SNLS-g VOID 11.0388 0.7722
OBS: 53699.320 SNLS-g VOID 1.2437 0.5355
OBS: 53702.390 SNLS-g VOID 1.2687 0.7094
OBS: 53705.350 SNLS-g VOID 0.4096 0.6029
OBS: 53726.340 SNLS-g VOID 0.3951 0.9714
OBS: 53730.370 SNLS-g VOID -3.0820 2.7697
OBS: 53731.320 SNLS-g VOID -1.6701 1.0324
OBS: 53734.280 SNLS-g VOID 0.3143 0.6571
OBS: 53739.290 SNLS-g VOID -0.3484 1.3683
OBS: 53767.220 SNLS-g VOID 2.6355 1.2285
OBS: 53948.610 SNLS-g VOID -0.6963 0.8199
OBS: 53967.600 SNLS-g VOID -0.4991 0.7434
OBS: 53971.530 SNLS-g VOID -0.6669 0.7463
OBS: 53975.620 SNLS-g VOID -0.0362 1.0889
OBS: 53979.570 SNLS-g VOID -0.6606 0.9288
OBS: 53622.470 SNLS-i VOID -0.3336 1.8607
OBS: 53624.490 SNLS-i VOID 0.4182 1.3684
OBS: 53639.530 SNLS-i VOID 2.5223 1.1162
OBS: 53642.430 SNLS-i VOID 6.8059 1.9928
OBS: 53647.540 SNLS-i VOID 24.9758 1.6190
OBS: 53648.420 SNLS-i VOID 26.1325 1.8143
OBS: 53651.410 SNLS-i VOID 41.6043 2.0221
OBS: 53655.420 SNLS-i VOID 57.2002 1.3363
OBS: 53666.410 SNLS-i VOID 71.8224 2.3836
OBS: 53667.430 SNLS-i VOID 77.0800 1.2168
OBS: 53670.320 SNLS-i VOID 74.3309 1.9849
OBS: 53674.390 SNLS-i VOID 69.9351 1.4907
OBS: 53678.350 SNLS-i VOID 64.0134 2.1603
OBS: 53682.320 SNLS-i VOID 45.9487 4.2384
OBS: 53699.290 SNLS-i VOID 23.9124 1.0863
OBS: 53702.290 SNLS-i VOID 17.8451 1.8172
OBS: 53705.300 SNLS-i VOID 18.4213 1.3114
OBS: 53711.270 SNLS-i VOID 12.6378 2.0761
OBS: 53726.280 SNLS-i VOID 7.4664 0.9480
OBS: 53730.320 SNLS-i VOID 9.0336 2.2840
OBS: 53734.250 SNLS-i VOID 5.9279 0.9714
OBS: 53739.260 SNLS-i VOID 7.4662 1.3358
OBS: 53766.250 SNLS-i VOID 3.8014 1.8458
OBS: 53769.230 SNLS-i VOID 4.7090 1.2795
OBS: 53944.600 SNLS-i VOID 1.1395 2.0286
OBS: 53946.610 SNLS-i VOID -5.6230 4.1516
OBS: 53963.540 SNLS-i VOID 0.6852 1.2375
OBS: 53967.560 SNLS-i VOID 3.6332 1.4347
OBS: 53970.540 SNLS-i VOID -1.1371 1.2191
OBS: 53975.580 SNLS-i VOID 1.7730 1.3472
OBS: 53979.520 SNLS-i VOID 1.2545 0.9256
OBS: 53622.500 SNLS-r VOID -0.9878 1.5577
OBS: 53624.530 SNLS-r VOID 0.2186 1.0082
OBS: 53639.570 SNLS-r VOID 3.1109 1.4516
OBS: 53642.460 SNLS-r VOID 7.7236 1.3690
OBS: 53648.450 SNLS-r VOID 25.9835 1.1165
OBS: 53651.440 SNLS-r VOID 38.6256 1.3222
OBS: 53655.520 SNLS-r VOID 58.8960 1.8097
OBS: 53666.450 SNLS-r VOID 84.0915 8.9991
OBS: 53667.470 SNLS-r VOID 72.2518 1.3606
OBS: 53670.340 SNLS-r VOID 68.2693 1.1607
OBS: 53674.480 SNLS-r VOID 58.9472 1.6952
OBS: 53675.380 SNLS-r VOID 57.9289 1.2339
OBS: 53678.370 SNLS-r VOID 52.7572 1.2350
OBS: 53698.460 SNLS-r VOID 13.2097 1.1331
OBS: 53702.340 SNLS-r VOID 12.0882 1.0807
OBS: 53705.330 SNLS-r VOID 8.8157 0.7753
OBS: 53711.360 SNLS-r VOID 4.5415 2.0601
OBS: 53726.320 SNLS-r VOID 5.5746 0.9990
OBS: 53730.350 SNLS-r VOID 5.6145 1.5373
OBS: 53734.310 SNLS-r VOID 2.7603 0.9987
OBS: 53739.310 SNLS-r VOID 5.0875 1.4913
OBS: 53766.290 SNLS-r VOID 3.3471 1.7937
OBS: 53769.270 SNLS-r VOID 2.8514 1.2071
OBS: 53948.590 SNLS-r VOID -2.5792 1.1808
OBS: 53963.590 SNLS-r VOID 0.6509 1.1561
OBS: 53967.580 SNLS-r VOID 0.2563 0.9512
OBS: 53970.600 SNLS-r VOID 1.4798 0.8021
OBS: 53975.600 SNLS-r VOID 0.2485 1.1561
OBS: 53979.550 SNLS-r VOID -0.8739 0.9980
OBS: 53624.580 SNLS-z VOID -0.1262 3.1691
OBS: 53639.600 SNLS-z VOID 8.0757 3.7726
OBS: 53642.510 SNLS-z VOID 5.0287 3.7937
OBS: 53648.510 SNLS-z VOID 21.1434 3.5321
