SURVEY: SNLS
SNID: 05D3kt
IAUC: UNKNOWN
RA: 214.9738340
DEC: 52.7429860
MWEBV: 0.006 # MW E(B-V)
REDSHIFT_HELIO: 0.64800 +- 0.00100
REDSHIFT_CMB: 0.64839 +- 0.00100
VPEC: -75.524
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53531.119
FILTERS: griz

#==============================
NOBS: 97
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53495.440 SNLS-g VOID 0.5729 0.8440
OBS: 53500.310 SNLS-g VOID 0.8630 0.6576
OBS: 53502.390 SNLS-g VOID 1.6598 0.8228
OBS: 53505.390 SNLS-g VOID 1.3257 1.3194
OBS: 53518.450 SNLS-g VOID 2.8878 2.2432
OBS: 53523.410 SNLS-g VOID 7.6983 1.5164
OBS: 53524.300 SNLS-g VOID 4.6326 0.8024
OBS: 53527.350 SNLS-g VOID 4.3429 0.6053
OBS: 53531.360 SNLS-g VOID 5.1043 0.8469
OBS: 53551.330 SNLS-g VOID 1.4339 0.6206
OBS: 53553.410 SNLS-g VOID 0.9064 0.8534
OBS: 53563.340 SNLS-g VOID -3.9402 2.4162
OBS: 53578.340 SNLS-g VOID -3.8651 1.7753
OBS: 53583.300 SNLS-g VOID 0.7460 0.9893
OBS: 53586.290 SNLS-g VOID 2.7074 0.9284
OBS: 53743.630 SNLS-g VOID -1.0329 0.6172
OBS: 53766.610 SNLS-g VOID 0.5550 0.7756
OBS: 53769.600 SNLS-g VOID 0.6778 0.8109
OBS: 53772.620 SNLS-g VOID -1.1937 0.9759
OBS: 53799.480 SNLS-g VOID 1.4200 0.8630
OBS: 53847.570 SNLS-g VOID -1.3771 1.7312
OBS: 53851.420 SNLS-g VOID -0.4099 0.9425
OBS: 53853.430 SNLS-g VOID 1.8321 0.8249
OBS: 53855.410 SNLS-g VOID -0.4249 0.7169
OBS: 53859.360 SNLS-g VOID -0.3324 0.9656
OBS: 53494.470 SNLS-i VOID -0.7179 1.5560
OBS: 53498.360 SNLS-i VOID -1.2861 2.1406
OBS: 53502.330 SNLS-i VOID 3.1536 1.4735
OBS: 53505.320 SNLS-i VOID 4.6016 1.4012
OBS: 53508.300 SNLS-i VOID 8.0355 1.7757
OBS: 53518.390 SNLS-i VOID 27.7861 1.6639
OBS: 53522.310 SNLS-i VOID 35.4716 1.8415
OBS: 53523.310 SNLS-i VOID 39.8189 2.0374
OBS: 53531.290 SNLS-i VOID 43.3911 1.9030
OBS: 53534.310 SNLS-i VOID 42.7282 1.5706
OBS: 53553.320 SNLS-i VOID 17.0368 1.7783
OBS: 53558.260 SNLS-i VOID 14.5138 1.6515
OBS: 53563.310 SNLS-i VOID 14.8847 2.6166
OBS: 53578.310 SNLS-i VOID 3.5434 2.7381
OBS: 53583.260 SNLS-i VOID 3.2361 1.8525
OBS: 53737.610 SNLS-i VOID 0.3637 1.9731
OBS: 53742.630 SNLS-i VOID 0.9199 1.3758
OBS: 53766.600 SNLS-i VOID 1.3980 2.2021
