SURVEY: SNLS
SNID: 03D1au
IAUC: UNKNOWN
RA: 36.0432100
DEC: -4.0374690
MWEBV: 0.026 # MW E(B-V)
REDSHIFT_HELIO: 0.50430 +- 0.00100
REDSHIFT_CMB: 0.50349 +- 0.00100
VPEC: 120.937
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 52909.882
FILTERS: griz

#==============================
NOBS: 69
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 52880.580 SNLS-g VOID -0.4049 0.8576
OBS: 52900.490 SNLS-g VOID 37.0564 2.1506
OBS: 52904.600 SNLS-g VOID 41.2560 1.2427
OBS: 52908.530 SNLS-g VOID 40.5045 1.1715
OBS: 52930.390 SNLS-g VOID 10.2068 1.0478
OBS: 52934.530 SNLS-g VOID 7.4092 0.9466
OBS: 52937.550 SNLS-g VOID 6.6920 1.6069
OBS: 52944.390 SNLS-g VOID 3.1766 1.8247
OBS: 52961.450 SNLS-g VOID 3.4616 1.7201
OBS: 52964.370 SNLS-g VOID 1.7450 1.1357
OBS: 52992.330 SNLS-g VOID 1.9349 1.3516
OBS: 52999.320 SNLS-g VOID 0.0563 1.2007
OBS: 52881.500 SNLS-i VOID 2.3046 1.3128
OBS: 52886.600 SNLS-i VOID 13.8158 1.5614
OBS: 52900.530 SNLS-i VOID 77.6319 1.5815
OBS: 52904.530 SNLS-i VOID 86.3826 1.4861
OBS: 52908.600 SNLS-i VOID 92.0711 1.9674
OBS: 52912.490 SNLS-i VOID 87.1081 1.4038
OBS: 52915.620 SNLS-i VOID 87.4697 2.1477
OBS: 52929.440 SNLS-i VOID 54.4218 2.2731
OBS: 52933.470 SNLS-i VOID 51.4777 1.2254
OBS: 52937.480 SNLS-i VOID 44.4673 1.3359
OBS: 52942.470 SNLS-i VOID 35.9724 1.6750
OBS: 52944.350 SNLS-i VOID 36.1546 1.4208
OBS: 52961.390 SNLS-i VOID 18.9744 1.8096
OBS: 52964.320 SNLS-i VOID 18.1756 1.4631
OBS: 52972.270 SNLS-i VOID 13.3987 2.3047
OBS: 52990.260 SNLS-i VOID 9.7934 1.5324
OBS: 52992.240 SNLS-i VOID 5.7624 1.5855
OBS: 52995.350 SNLS-i VOID 5.8956 1.6507
OBS: 52999.240 SNLS-i VOID 6.8141 1.5755
OBS: 53018.260 SNLS-i VOID 6.4497 1.3989
OBS: 53022.280 SNLS-i VOID 8.7359 1.7808
OBS: 53026.270 SNLS-i VOID 5.1999 1.6406
OBS: 53210.600 SNLS-i VOID -0.3554 1.3975
OBS: 52881.540 SNLS-r VOID 2.7897 0.8717
OBS: 52900.560 SNLS-r VOID 82.5008 1.6426
OBS: 52904.570 SNLS-r VOID 95.8829 1.5148
OBS: 52908.560 SNLS-r VOID 96.7420 1.3321
OBS: 52914.570 SNLS-r VOID 89.9376 2.1308
OBS: 52916.460 SNLS-r VOID 84.9501 1.3134
OBS: 52929.520 SNLS-r VOID 50.4087 4.3906
OBS: 52930.370 SNLS-r VOID 43.3301 1.8332
OBS: 52933.500 SNLS-r VOID 30.4147 2.3109
OBS: 52934.500 SNLS-r VOID 30.6722 1.1754
OBS: 52937.570 SNLS-r VOID 23.7906 1.9701
OBS: 52944.430 SNLS-r VOID 15.4331 1.4589
OBS: 52961.480 SNLS-r VOID 5.9744 1.8370
OBS: 52964.400 SNLS-r VOID 6.8472 1.7657
OBS: 52968.360 SNLS-r VOID 8.3708 2.1611
OBS: 52990.340 SNLS-r VOID 3.7299 1.7412
OBS: 52992.290 SNLS-r VOID 4.7318 1.3667
OBS: 52995.390 SNLS-r VOID 3.8610 1.2285
OBS: 52999.280 SNLS-r VOID 2.4826 1.2285
OBS: 53018.320 SNLS-r VOID 4.3452 1.4966
OBS: 53022.320 SNLS-r VOID 1.5543 3.8037
OBS: 53023.230 SNLS-r VOID 3.5939 0.9881
OBS: 53026.340 SNLS-r VOID 3.1906 1.1538
OBS: 53207.600 SNLS-r VOID 0.0692 1.3168
OBS: 52881.560 SNLS-z VOID 0.7740 4.8349
OBS: 52900.590 SNLS-z VOID 73.9993 6.7513
OBS: 52909.610 SNLS-z VOID 98.7889 6.4679
OBS: 52930.410 SNLS-z VOID 57.3178 6.9703
OBS: 52938.510 SNLS-z VOID 45.3239 7.5634
OBS: 52944.460 SNLS-z VOID 42.7034 5.6492
OBS: 52962.310 SNLS-z VOID 28.5608 4.5980
OBS: 52964.440 SNLS-z VOID 0.0372 11.3527
OBS: 52999.360 SNLS-z VOID 3.4946 9.0143
OBS: 53000.240 SNLS-z VOID 9.2280 4.5701
END_PHOTOMETRY:

# =============================================

NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_MJD:  52905.00
SPECTRUM_NLAM:     1017
SPEC:   3736.75   3741.75 5.58800e-17 1.79280e-17 1
SPEC:   3741.75   3746.75 5.11380e-17 1.69890e-17 1
SPEC:   3746.75   3751.75 6.92020e-17 1.55690e-17 1
SPEC:   3751.75   3756.75 9.68600e-18 1.47530e-17 1
SPEC:   3756.75   3761.75 4.71620e-17 1.44640e-17 1
SPEC:   3761.75   3766.75 6.58540e-17 1.38170e-17 1
SPEC:   3766.75   3771.75 6.83870e-17 1.31080e-17 1
SPEC:   3771.75   3776.75 1.92850e-17 1.38090e-17 1
SPEC:   3776.75   3781.75 5.88640e-17 1.27390e-17 1
SPEC:   3781.75   3786.74 2.38240e-17 1.29510e-17 1
SPEC:   3786.74   3791.74 3.46610e-17 1.23900e-17 1
SPEC:   3791.74   3796.74 5.45920e-17 1.28910e-17 1
SPEC:   3796.74   3801.74 2.58170e-17 1.19300e-17 1
SPEC:   3801.74   3806.74 4.26350e-17 1.12120e-17 1
SPEC:   3806.74   3811.74 2.56950e-17 1.14010e-17 1
SPEC:   3811.74   3816.74 9.38300e-18 1.21750e-17 1
SPEC:   3816.74   3821.74 3.16550e-17 1.19510e-17 1
SPEC:   3821.74   3826.74 5.09610e-17 1.06530e-17 1
SPEC:   3826.74   3831.74 4.88690e-17 1.26580e-17 1
SPEC:   3831.74   3836.73 4.57040e-17 1.28930e-17 1
SPEC:   3836.73   3841.73 2.28740e-17 1.16990e-17 1
SPEC:   3841.73   3846.73 2.35630e-17 1.17030e-17 1
SPEC:   3846.73   3851.73 4.56530e-17 1.06070e-17 1
SPEC:   3851.73   3856.73 1.08000e-18 1.05990e-17 1
SPEC:   3856.73   3861.73 2.43050e-17 9.82000e-18 1
SPEC:   3861.73   3866.73 4.11570e-17 1.01970e-17 1
SPEC:   3866.73   3871.73 2.84770e-17 9.50600e-18 1
SPEC:   3871.73   3876.73 2.63750e-17 8.79300e-18 1
SPEC:   3876.73   3881.73 1.97760e-17 9.13900e-18 1
SPEC:   3881.73   3886.72 3.41180e-17 8.82900e-18 1
SPEC:   3886.72   3891.72 2.11110e-17 8.51600e-18 1
SPEC:   3891.72   3896.72 2.92710e-17 8.46300e-18 1
SPEC:   3896.72   3901.72 2.78770e-17 9.21500e-18 1
SPEC:   3901.72   3906.72 4.89500e-17 9.66200e-18 1
SPEC:   3906.72   3911.72 3.72610e-17 1.04940e-17 1
SPEC:   3911.72   3916.72 3.69210e-17 9.98000e-18 1
SPEC:   3916.72   3921.72 3.10360e-17 8.58900e-18 1
SPEC:   3921.72   3926.72 1.72620e-17 8.42500e-18 1
SPEC:   3926.72   3931.72 4.83120e-17 8.03500e-18 1
SPEC:   3931.72   3936.71 2.21270e-17 7.51100e-18 1
SPEC:   3936.71   3941.71 2.36350e-17 8.29800e-18 1
SPEC:   3941.71   3946.71 2.25590e-17 8.42100e-18 1
SPEC:   3946.71   3951.71 4.35010e-17 8.73900e-18 1
SPEC:   3951.71   3956.71 1.50360e-17 8.50000e-18 1
SPEC:   3956.71   3961.71 4.22790e-17 8.19800e-18 1
SPEC:   3961.71   3966.71 2.00440e-17 6.97600e-18 1
SPEC:   3966.71   3971.71 2.30570e-17 6.75500e-18 1
SPEC:   3971.71   3976.71 3.75800e-17 7.75800e-18 1
SPEC:   3976.71   3981.71 2.99340e-17 8.25700e-18 1
SPEC:   3981.71   3986.70 3.55000e-17 8.17200e-18 1
SPEC:   3986.70   3991.70 1.03120e-17 7.41300e-18 1
SPEC:   3991.70   3996.70 3.19910e-17 7.72600e-18 1
SPEC:   3996.70   4001.70 1.65460e-17 7.66700e-18 1
SPEC:   4001.70   4006.70 4.11300e-17 7.62700e-18 1
SPEC:   4006.70   4011.70 3.39800e-17 7.94900e-18 1
SPEC:   4011.70   4016.70 3.11220e-17 7.56200e-18 1
SPEC:   4016.70   4021.70 1.64160e-17 7.66400e-18 1
SPEC:   4021.70   4026.70 2.34590e-17 7.47900e-18 1
SPEC:   4026.70   4031.70 2.80410e-17 7.44200e-18 1
SPEC:   4031.70   4036.69 4.16350e-17 6.87400e-18 1
SPEC:   4036.69   4041.69 2.09020e-17 7.61400e-18 1
SPEC:   4041.69   4046.69 2.98080e-17 7.87200e-18 1
SPEC:   4046.69   4051.69 3.26300e-17 7.73500e-18 1
SPEC:   4051.69   4056.69 2.09660e-17 7.28800e-18 1
SPEC:   4056.69   4061.69 1.75740e-17 6.85000e-18 1
SPEC:   4061.69   4066.69 3.01230e-17 7.60700e-18 1
SPEC:   4066.69   4071.69 4.21130e-17 7.57700e-18 1
SPEC:   4071.69   4076.69 2.62390e-17 7.38000e-18 1
SPEC:   4076.69   4081.69 3.91510e-17 7.37300e-18 1
SPEC:   4081.69   4086.68 3.76230e-17 6.78500e-18 1
SPEC:   4086.68   4091.68 2.93350e-17 7.06400e-18 1
SPEC:   4091.68   4096.68 3.69380e-17 6.87300e-18 1
SPEC:   4096.68   4101.68 1.85770e-17 6.63200e-18 1
SPEC:   4101.68   4106.68 2.67890e-17 5.98100e-18 1
SPEC:   4106.68   4111.68 3.00980e-17 6.53800e-18 1
SPEC:   4111.68   4116.68 2.84350e-17 6.47100e-18 1
SPEC:   4116.68   4121.68 2.14690e-17 6.40400e-18 1
SPEC:   4121.68   4126.68 3.60220e-17 6.65600e-18 1
SPEC:   4126.68   4131.68 3.39780e-17 6.21700e-18 1
SPEC:   4131.68   4136.67 3.60430e-17 6.54800e-18 1
SPEC:   4136.67   4141.67 3.25960e-17 6.58900e-18 1
SPEC:   4141.67   4146.67 2.09140e-17 6.11900e-18 1
SPEC:   4146.67   4151.67 1.92740e-17 6.11100e-18 1
SPEC:   4151.67   4156.67 2.50400e-17 5.87600e-18 1
SPEC:   4156.67   4161.67 1.97760e-17 6.42600e-18 1
SPEC:   4161.67   4166.67 2.13480e-17 6.70700e-18 1
SPEC:   4166.67   4171.67 3.46970e-17 6.80300e-18 1
SPEC:   4171.67   4176.67 2.02000e-17 6.03600e-18 1
SPEC:   4176.67   4181.67 1.72600e-17 6.23400e-18 1
SPEC:   4181.67   4186.66 1.53620e-17 5.92900e-18 1
SPEC:   4186.66   4191.66 2.28370e-17 5.79400e-18 1
SPEC:   4191.66   4196.66 2.72020e-17 5.83000e-18 1
SPEC:   4196.66   4201.66 2.31190e-17 5.17100e-18 1
SPEC:   4201.66   4206.66 2.64940e-17 5.49900e-18 1
SPEC:   4206.66   4211.66 8.21300e-18 5.63400e-18 1
SPEC:   4211.66   4216.66 9.19200e-18 5.43700e-18 1
SPEC:   4216.66   4221.66 1.04550e-17 5.39200e-18 1
SPEC:   4221.66   4226.66 3.87320e-17 5.02500e-18 1
SPEC:   4226.66   4231.66 3.70500e-17 5.30500e-18 1
SPEC:   4231.66   4236.65 3.08350e-17 5.40000e-18 1
SPEC:   4236.65   4241.65 3.49040e-17 5.32200e-18 1
SPEC:   4241.65   4246.65 2.76470e-17 5.03500e-18 1
SPEC:   4246.65   4251.65 2.77850e-17 5.50000e-18 1
SPEC:   4251.65   4256.65 2.66340e-17 5.47900e-18 1
SPEC:   4256.65   4261.65 4.01900e-17 5.40600e-18 1
SPEC:   4261.65   4266.65 3.27130e-17 5.32900e-18 1
SPEC:   4266.65   4271.65 3.73890e-17 5.01400e-18 1
SPEC:   4271.65   4276.65 2.55770e-17 5.11100e-18 1
SPEC:   4276.65   4281.65 4.44170e-17 5.27300e-18 1
SPEC:   4281.65   4286.65 3.58710e-17 5.15900e-18 1
SPEC:   4286.64   4291.64 2.26340e-17 4.88800e-18 1
SPEC:   4291.64   4296.64 4.45850e-17 4.81500e-18 1
SPEC:   4296.64   4301.64 3.99470e-17 4.91500e-18 1
SPEC:   4301.64   4306.64 4.75960e-17 4.76300e-18 1
SPEC:   4306.64   4311.64 3.75350e-17 4.83000e-18 1
SPEC:   4311.64   4316.64 3.93760e-17 4.77200e-18 1
SPEC:   4316.64   4321.64 3.83390e-17 5.26500e-18 1
SPEC:   4321.64   4326.64 3.93250e-17 4.85700e-18 1
SPEC:   4326.64   4331.64 5.41760e-17 4.95400e-18 1
SPEC:   4331.64   4336.63 4.83680e-17 4.96500e-18 1
SPEC:   4336.63   4341.63 4.52780e-17 4.42500e-18 1
SPEC:   4341.63   4346.63 4.30940e-17 4.85100e-18 1
SPEC:   4346.63   4351.63 3.43230e-17 4.91900e-18 1
SPEC:   4351.63   4356.63 4.47220e-17 4.76100e-18 1
SPEC:   4356.63   4361.63 4.18580e-17 4.91500e-18 1
SPEC:   4361.63   4366.63 5.25550e-17 4.60200e-18 1
SPEC:   4366.63   4371.63 3.09070e-17 4.67900e-18 1
SPEC:   4371.63   4376.63 4.55190e-17 4.72600e-18 1
SPEC:   4376.63   4381.63 3.19350e-17 4.75200e-18 1
SPEC:   4381.63   4386.63 4.46540e-17 4.25400e-18 1
SPEC:   4386.63   4391.62 3.73130e-17 4.54100e-18 1
SPEC:   4391.62   4396.62 3.62670e-17 4.57800e-18 1
SPEC:   4396.62   4401.62 4.12230e-17 4.63400e-18 1
SPEC:   4401.62   4406.62 4.49600e-17 4.81400e-18 1
SPEC:   4406.62   4411.62 2.88400e-17 4.68800e-18 1
SPEC:   4411.62   4416.62 3.99750e-17 4.98700e-18 1
SPEC:   4416.62   4421.62 4.91680e-17 5.00700e-18 1
SPEC:   4421.62   4426.62 4.90520e-17 4.93200e-18 1
SPEC:   4426.62   4431.62 5.63010e-17 4.93700e-18 1
SPEC:   4431.62   4436.62 3.37340e-17 4.45100e-18 1
SPEC:   4436.62   4441.61 4.09130e-17 4.86400e-18 1
SPEC:   4441.61   4446.61 4.88660e-17 4.72300e-18 1
SPEC:   4446.61   4451.61 4.29730e-17 4.72900e-18 1
SPEC:   4451.61   4456.61 4.37570e-17 4.31300e-18 1
SPEC:   4456.61   4461.61 4.34720e-17 4.52400e-18 1
SPEC:   4461.61   4466.61 4.01780e-17 4.52400e-18 1
SPEC:   4466.61   4471.61 3.32050e-17 4.50800e-18 1
SPEC:   4471.61   4476.61 4.54450e-17 4.57900e-18 1
SPEC:   4476.61   4481.61 4.91460e-17 4.30400e-18 1
SPEC:   4481.61   4486.61 3.75440e-17 4.56100e-18 1
SPEC:   4486.61   4491.60 4.38440e-17 4.52800e-18 1
SPEC:   4491.60   4496.60 4.42390e-17 4.56600e-18 1
SPEC:   4496.60   4501.60 4.24800e-17 4.58600e-18 1
SPEC:   4501.60   4506.60 4.22720e-17 4.27700e-18 1
SPEC:   4506.60   4511.60 4.87760e-17 4.59300e-18 1
SPEC:   4511.60   4516.60 4.03200e-17 4.50200e-18 1
SPEC:   4516.60   4521.60 3.91920e-17 4.50200e-18 1
SPEC:   4521.60   4526.60 4.12600e-17 4.22700e-18 1
SPEC:   4526.60   4531.60 3.87520e-17 4.50500e-18 1
SPEC:   4531.60   4536.60 4.06360e-17 4.59800e-18 1
SPEC:   4536.60   4541.59 3.69490e-17 4.59700e-18 1
SPEC:   4541.59   4546.59 3.81270e-17 4.58800e-18 1
SPEC:   4546.59   4551.59 4.85870e-17 4.27000e-18 1
SPEC:   4551.59   4556.59 5.61080e-17 4.47600e-18 1
SPEC:   4556.59   4561.59 4.60540e-17 4.45600e-18 1
SPEC:   4561.59   4566.59 3.74620e-17 4.30700e-18 1
SPEC:   4566.59   4571.59 4.14310e-17 4.35700e-18 1
SPEC:   4571.59   4576.59 5.73790e-17 4.12400e-18 1
SPEC:   4576.59   4581.59 5.57700e-17 4.43600e-18 1
SPEC:   4581.59   4586.59 4.96420e-17 4.36700e-18 1
SPEC:   4586.59   4591.58 5.80910e-17 4.34900e-18 1
SPEC:   4591.58   4596.58 4.61340e-17 3.99600e-18 1
SPEC:   4596.58   4601.58 4.96040e-17 4.21600e-18 1
SPEC:   4601.58   4606.58 5.89740e-17 4.24900e-18 1
SPEC:   4606.58   4611.58 5.29510e-17 4.29200e-18 1
SPEC:   4611.58   4616.58 4.77700e-17 4.20700e-18 1
SPEC:   4616.58   4621.58 5.83270e-17 3.99600e-18 1
SPEC:   4621.58   4626.58 6.48710e-17 4.27600e-18 1
SPEC:   4626.58   4631.58 6.68540e-17 4.25700e-18 1
SPEC:   4631.58   4636.58 5.56270e-17 4.18100e-18 1
SPEC:   4636.58   4641.57 6.74430e-17 4.18200e-18 1
SPEC:   4641.57   4646.57 6.95680e-17 3.92700e-18 1
SPEC:   4646.57   4651.57 6.55750e-17 4.05100e-18 1
